ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,RegularityOfPayment,StartDate,EndDate,PeriodForHoursWorked,JobTitle,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails,Link_1
8985,8967,"Agreement starting 18 January 2021 - £2,000.00",2024-08-02,2024-08-02,,Employment and earnings - Ongoing paid employment,James Naish,5047,Monthly,18/01/2021,30/08/2024,Weekly,Project management and delivery,Monetary,"Open Door Property Ltd charges a firm called Oaklin Consulting LLP for my time. Oaklin, in turn, sells project management services to multiple clients including SSE where I have worked since January 2021. I was previously employed directly by Oaklin from November 2017 to August 2019. I receive £2,000 monthly from Open Door Property Ltd.",2000.00,40.00,,True,SSE,False,"Inveralmond House, 200 Dunkeld Rd, Perth, PH1 3AQ","Multinational energy company headquartered in Perth, Scotland",False,,,,https://interests-api.parliament.uk/api/v1/Interests/8985
9587,6542,Agreement - £124.72,2024-08-02,2024-08-02,,Employment and earnings - Ongoing paid employment,Martin Wrigley,5111,Monthly,,,Monthly,,Monetary,,124.72,5.00,Work varies according to Tribunal case volume,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9587
9495,9486,"Agreement - £16,512.00",2024-08-02,2024-08-02,2024-10-14,Employment and earnings - Ongoing paid employment,Michael Payne,5146,Yearly,,27/09/2024,Weekly,,Monetary,"total annual allowance for my role as a County Councillor, paid monthly.",16512.00,15.00,this is an approximate number.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9495
8637,8634,"Agreement - £18,537.00",2024-08-02,2024-08-02,2024-08-19,Employment and earnings - Ongoing paid employment,Satvir Kaur,5271,Yearly,,30/08/2024,Weekly,,Monetary,,18537.00,7.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8637
6583,6581,Agreement starting 23 July 2024 - £418.54,2024-08-01,2024-08-01,,Employment and earnings - Ongoing paid employment,Manuela Perteghella,5122,Monthly,23/07/2024,23/08/2024,Weekly,,Monetary,,418.54,8.00,FT 0.115,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6583
8833,6994,"Agreement - £145,000.00",2024-08-01,2024-08-01,,Employment and earnings - Ongoing paid employment,Nick Timothy,5062,Yearly,,,Weekly,,Monetary,,145000.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8833
8752,6884,Agreement - £757.93,2024-08-01,2024-08-01,,Employment and earnings - Ongoing paid employment,Mr Joshua Reynolds,5343,Monthly,,,Weekly,,Monetary,,757.93,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8752
6169,6167,"Agreement - £1,192.83",2024-08-01,2024-08-01,,Employment and earnings - Ongoing paid employment,James MacCleary,5265,Monthly,,01/05/2025,Monthly,,Monetary,,1192.83,30.00,Estimated depending on meetings and casework,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6169
6291,6289,"Agreement - £1,131.08",2024-08-01,2024-08-01,,Employment and earnings - Ongoing paid employment,Dr Lauren Sullivan,5269,Monthly,,01/08/2024,Weekly,,Monetary,,1131.08,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6291
6586,6584,Agreement - £561.75,2024-08-01,2024-08-01,,Employment and earnings - Ongoing paid employment,Manuela Perteghella,5122,Monthly,,01/08/2024,Weekly,,Monetary,I have asked that my allowance is stopped from 1 August 2024.,561.75,20.00,this is an approximate figure,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6586
7841,6152,Agreement starting 04 July 2024 - £475.00,2024-08-01,2024-08-01,2024-10-12,Employment and earnings - Ongoing paid employment,Alison Bennett,5283,Monthly,04/07/2024,30/09/2024,Monthly,,Monetary,I was the Deputy Leader of Mid Sussex District Council until 23 July 2024.,475.00,20.00,estimated number of hours worked,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7841
8746,7072,"Agreement - £1,101.63",2024-08-01,2024-08-01,,Employment and earnings - Ongoing paid employment,Joe Robertson,5255,Monthly,,05/07/2024,Weekly,,Monetary,,1101.63,187.50,"this is a final salary payment for employment which ended on 5th July, which also includes a period of unpaid leave.",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8746
6782,6588,Agreement - £881.33,2024-08-01,2024-08-01,,Employment and earnings - Ongoing paid employment,Manuela Perteghella,5122,Monthly,,08/07/2024,Weekly,,Monetary,this is the final payment.,881.33,16.00,estimated number of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6782
7947,7946,"Agreement - £1,028.00",2024-07-29,2024-07-31,,Employment and earnings - Ongoing paid employment,Nesil Caliskan,5180,Monthly,,04/07/2024,Weekly,,Monetary,,1028.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7947
7899,7897,Agreement - £553.75,2024-07-31,2024-07-31,,Employment and earnings - Ongoing paid employment,Marie Goldman,5073,Monthly,,,Weekly,,Monetary,,553.75,4.00,"Number of hours per week is estimated and approximate. Some weeks will be more, some less.",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7899
7929,7921,"Agreement - £3,333.00",2024-07-29,2024-07-31,,Employment and earnings - Ongoing paid employment,Nesil Caliskan,5180,Monthly,,31/07/2024,Weekly,,Monetary,,3333.00,50.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7929
7850,6275,"Agreement - £1,047.50",2024-07-31,2024-07-31,2024-09-04,Employment and earnings - Ongoing paid employment,Aphra Brandreth,5241,Monthly,,31/07/2024,Weekly,,Monetary,,1047.50,2.00,Approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7850
7939,7935,"Agreement - £3,331.00",2024-07-29,2024-07-31,,Employment and earnings - Ongoing paid employment,Nesil Caliskan,5180,Monthly,,31/07/2024,Monthly,,Monetary,,3331.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7939
6737,6736,"Agreement - £2,668.67",2024-07-31,2024-07-31,,Employment and earnings - Ongoing paid employment,Douglas McAllister,5057,Monthly,,28/07/2024,Weekly,,Monetary,,2668.67,20.00,approximated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6737
6664,6662,Agreement - £665.07,2024-07-30,2024-07-30,2024-09-14,Employment and earnings - Ongoing paid employment,Chris Kane,5155,Monthly,,21/08/2024,Weekly,,Monetary,,665.07,6.00,this is an approximate number,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6664
8271,8268,"Agreement - £1,497.78",2024-07-30,2024-07-30,,Employment and earnings - Ongoing paid employment,Brian Leishman,5196,Monthly,,,Weekly,,Monetary,,1497.78,40.00,,False,,False,,,True,Donated by the Member to the recipient,Community organisation,,https://interests-api.parliament.uk/api/v1/Interests/8271
8260,7644,"Agreement - £4,000.00",2024-07-30,2024-07-30,,Employment and earnings - Ongoing paid employment,Mr Adnan Hussain,5231,Monthly,,,Monthly,,Monetary,,4000.00,200.00,estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8260
7407,7404,"Agreement - £7,180.75",2024-07-30,2024-07-30,,Employment and earnings - Ongoing paid employment,Pam Cox,5042,Monthly,,15/09/2024,Weekly,,Monetary,,7180.75,37.50,These are contracted hours but I have also had public service leave.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7407
6455,6453,"Agreement - £4,795.65",2024-07-30,2024-07-30,,Employment and earnings - Ongoing paid employment,Michael Wheeler,5242,Monthly,,22/07/2024,Monthly,,Monetary,Final salary payment for employment prior to election.,4795.65,147.30,No hours worked since election.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6455
8197,8196,"Agreement - £5,704.29",2024-07-30,2024-07-30,,Employment and earnings - Ongoing paid employment,Laurence Turner,5234,Monthly,,05/07/2024,Monthly,,Monetary,,5704.29,160.00,Estimated hours based on an average 40 hour week (contract was for unspecified hours),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8197
8086,8078,"Agreement - £7,798.33",2024-07-30,2024-07-30,,Employment and earnings - Ongoing paid employment,Dan Norris,221,Monthly,,,Monthly,,Monetary,,7798.33,120.00,(estimated number of hours since 4 July 2024),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8086
8074,8072,"Agreement - £1,783.54",2024-07-30,2024-07-30,,Employment and earnings - Ongoing paid employment,Mark Sewards,5166,Monthly,,05/07/2024,Weekly,,Monetary,,1783.54,40.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8074
8048,8046,"Agreement starting 08 July 2024 - £2,000.00",2024-07-29,2024-07-29,,Employment and earnings - Ongoing paid employment,George Freeman,4020,Monthly,08/07/2024,,Monthly,,Monetary,,2000.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8048
7098,7095,"Agreement - £3,323.81",2024-07-29,2024-07-29,,Employment and earnings - Ongoing paid employment,Natalie Fleet,5053,Monthly,,25/07/2024,Weekly,,Monetary,,3323.81,35.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7098
7662,6759,Agreement starting 26 May 2022 - £695.71,2024-07-29,2024-07-29,2024-09-21,Employment and earnings - Ongoing paid employment,Liz Jarvis,5040,Monthly,26/05/2022,15/08/2024,Weekly,,Monetary,,695.71,20.00,Estimated,False,,False,,,True,Paid direct to the recipient by the payer,Charity,,https://interests-api.parliament.uk/api/v1/Interests/7662
7959,7955,Agreement - £357.90,2024-07-29,2024-07-29,,Employment and earnings - Ongoing paid employment,Jodie Gosling,5036,Monthly,,04/07/2024,Monthly,,Monetary,Final payment,357.90,40.00,Worked 0.4 of ft teachers 39 wks a yr,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7959
7932,7653,"Agreement - £2,872.29",2024-07-29,2024-07-29,,Employment and earnings - Ongoing paid employment,Jade Botterill,5236,Monthly,,05/07/2024,Monthly,,Monetary,final paycheck,2872.29,96.00,No hours worked since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7932
6679,6678,"Agreement - £1,113.00",2024-07-29,2024-07-29,,Employment and earnings - Ongoing paid employment,Freddie van Mierlo,5296,Monthly,,,Monthly,,Monetary,,1113.00,48.00,,False,,False,,,True,Donated by the Member to the recipient,Local party organisation,,https://interests-api.parliament.uk/api/v1/Interests/6679
7981,6345,"Agreement - £1,778.75",2024-07-29,2024-07-29,,Employment and earnings - Ongoing paid employment,Seamus Logan,5280,Monthly,,30/08/2024,Monthly,,Monetary,,1778.75,120.00,estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7981
6020,6019,Agreement - £678.72,2024-07-29,2024-07-29,,Employment and earnings - Ongoing paid employment,Neil Duncan-Jordan,5359,Monthly,,15/07/2024,Monthly,,Monetary,,678.72,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6020
7590,7589,"Agreement starting 24 July 2024 - £4,000.00",2024-07-26,2024-07-26,2024-10-15,Employment and earnings - Ongoing paid employment,George Freeman,4020,Monthly,24/07/2024,30/09/2024,Monthly,,Monetary,,4000.00,15.00,Contract terminated in September 2024.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7590
7532,6957,"Agreement - £5,868.08",2024-07-26,2024-07-26,,Employment and earnings - Ongoing paid employment,Sojan Joseph,5247,Monthly,,04/07/2024,Weekly,,Monetary,,5868.08,37.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7532
6487,6484,"Agreement - £2,197.40",2024-07-26,2024-07-26,,Employment and earnings - Ongoing paid employment,Josh Fenton-Glynn,5295,Monthly,,,Weekly,,Monetary,,2197.40,14.00,estimated working hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6487
7604,7603,"Agreement starting 01 August 2024 - £1,500.00",2024-07-26,2024-07-26,2024-09-11,Employment and earnings - Ongoing paid employment,George Freeman,4020,Monthly,01/08/2024,,Monthly,,Monetary,,1500.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7604
7606,7605,"Agreement starting 01 August 2024 - £5,000.00",2024-07-26,2024-07-26,2024-09-11,Employment and earnings - Ongoing paid employment,George Freeman,4020,Monthly,01/08/2024,,Monthly,,Monetary,,5000.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7606
6687,6685,"Agreement - £1,476.92",2024-07-25,2024-07-25,,Employment and earnings - Ongoing paid employment,Andy MacNae,5134,Monthly,,31/07/2024,Monthly,,Monetary,Partial monthly salary to end of employment on 5 July 2024,1476.92,10.00,Estimated hours worked in month prior to end of employment on 4 July,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6687
6523,6522,Agreement - £522.91,2024-07-25,2024-07-25,,Employment and earnings - Ongoing paid employment,Freddie van Mierlo,5296,Monthly,,,Monthly,,Monetary,,522.91,32.00,,False,,False,,,True,Donated by the Member to the recipient,Local party organisation,,https://interests-api.parliament.uk/api/v1/Interests/6523
6528,6526,Agreement - £758.33,2024-07-25,2024-07-25,2024-10-01,Employment and earnings - Ongoing paid employment,Freddie van Mierlo,5296,Monthly,,30/06/2024,Monthly,,Monetary,,758.33,96.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6528
7485,7483,"Agreement - £6,179.66",2024-07-25,2024-07-25,,Employment and earnings - Ongoing paid employment,Andrew Lewin,5061,Monthly,,19/07/2024,Weekly,,Monetary,,6179.66,37.50,Approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7485
7325,7324,"Agreement - £7,142.50",2024-07-25,2024-07-25,,Employment and earnings - Ongoing paid employment,Rachel Taylor,5065,Quarterly,,05/07/2024,Quarterly,,Monetary,,7142.50,350.00,The number of hours varied but this is an average,True,Evans Derry Solicitors,False,133  Long Street Atherstone Warwickshire CV9 1AD,High Street Solicitors Practice,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7325
7126,7125,"Agreement - £1,405.32",2024-07-24,2024-07-24,,Employment and earnings - Ongoing paid employment,Claire Young,5140,Monthly,,17/07/2024,Monthly,,Monetary,,1405.32,160.00,"The amount is for 5th-17th July, at which point I declined my allowance",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7126
6657,6653,"Agreement - £10,500.00",2024-07-24,2024-07-24,,Employment and earnings - Ongoing paid employment,Richard Tice,5161,Quarterly,,,Monthly,,Monetary,It is variable depending on rent roll,10500.00,25.00,Approx hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6657
7267,7260,Agreement - £500.00,2024-07-24,2024-07-24,,Employment and earnings - Ongoing paid employment,Rachel Gilmour,5252,Monthly,,,Monthly,,Monetary,,500.00,40.00,estimated hours worked,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7267
6239,6238,"Agreement - £21,345.00",2024-07-24,2024-07-24,,Employment and earnings - Ongoing paid employment,Mr Angus MacDonald,5362,Yearly,,,Weekly,,Monetary,,21345.00,17.00,hours not specified,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6239
7280,7276,"Agreement starting 06 May 2021 - £1,063.69",2024-07-24,2024-07-24,,Employment and earnings - Ongoing paid employment,Connor Naismith,5273,Monthly,06/05/2021,,Weekly,,Monetary,,1063.69,15.00,Hours worked are approximate.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7280
6778,6777,"Agreement - £6,011.70",2024-07-23,2024-07-23,2024-09-12,Employment and earnings - Ongoing paid employment,John Milne,5329,Yearly,,,Monthly,,Monetary,,6011.70,10.00,Approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6778
7057,6867,"Agreement - £2,261.26",2024-07-23,2024-07-23,,Employment and earnings - Ongoing paid employment,Mr Paul Foster,5074,Monthly,,31/08/2024,Weekly,,Monetary,,2261.26,24.00,Estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7057
6142,6141,"Agreement - £2,583.19",2024-07-23,2024-07-23,,Employment and earnings - Ongoing paid employment,Sean Woodcock,5328,Monthly,,05/08/2024,Weekly,,Monetary,,2583.19,37.00,no additional hours since election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6142
6081,6079,Agreement starting 06 May 2023 - £879.33,2024-07-22,2024-07-22,2024-10-27,Employment and earnings - Ongoing paid employment,Luke Taylor,5103,Monthly,06/05/2023,31/07/2024,Weekly,Special Responsibility Allowance - Sutton Local Committee Chair,Monetary,Chair of Sutton Local Committee Special Responsibility Allowance,879.33,10.00,estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6081
6080,6079,"Agreement - £1,012.00",2024-07-22,2024-07-22,,Employment and earnings - Ongoing paid employment,Luke Taylor,5103,Monthly,,,Weekly,,Monetary,as a Councillor allowance,1012.00,15.00,estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6080
6784,6783,"Agreement - £1,900.00",2024-07-22,2024-07-22,,Employment and earnings - Ongoing paid employment,Graeme Downie,5275,Monthly,,19/07/2024,Monthly,,Monetary,Final payment of salary from my own business,1900.00,35.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6784
6023,6022,"Agreement - £2,713.23",2024-07-22,2024-07-22,,Employment and earnings - Ongoing paid employment,Natasha Irons,5119,Monthly,,19/07/2024,Weekly,,Monetary,,2713.23,30.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6023
6776,6775,"Agreement - £1,174.80",2024-07-22,2024-07-22,2024-09-20,Employment and earnings - Ongoing paid employment,John Milne,5329,Monthly,,,Monthly,,Monetary,,1174.80,15.00,approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6776
6689,6686,"Agreement starting 25 September 2024 - £12,825.48",2024-07-19,2024-07-19,2024-10-30,Employment and earnings - Ongoing paid employment,John Whitby,5342,Yearly,25/09/2024,10/10/2024,Weekly,,Monetary,No longer receiving Council allowance,12825.48,5.00,estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6689
6772,6771,Agreement starting 04 May 2023 - £730.59,2024-07-19,2024-07-19,,Employment and earnings - Ongoing paid employment,Matt Bishop,5323,Monthly,04/05/2023,19/07/2024,Monthly,,Monetary,This is the final payment as I have relinquished my allowances since being elected this month.,730.59,10.00,This is a councillor role and the hours are not set.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6772
6734,6733,"Agreement - £1,080.00",2024-07-19,2024-07-19,,Employment and earnings - Ongoing paid employment,Sir Ashley Fox,5101,Monthly,,30/06/2024,Weekly,,Monetary,,1080.00,16.00,"I was paid for 2 days per week, hours are estimated.",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6734
6112,6107,"Agreement starting 04 July 2024 - £1,028.00",2024-07-18,2024-07-18,2024-08-30,Employment and earnings - Ongoing paid employment,Shaun Davies,5041,Monthly,04/07/2024,24/08/2024,Weekly,,Monetary,,1028.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6112
6110,6107,"Agreement starting 05 July 2024 - £1,319.38",2024-07-18,2024-07-18,2024-08-30,Employment and earnings - Ongoing paid employment,Shaun Davies,5041,Monthly,05/07/2024,17/07/2024,Weekly,,Monetary,Balance payment as Leader of Telford and Wrekin Council,1319.38,25.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6110
6251,6249,"Agreement starting 05 July 2024 - £1,051.75",2024-07-18,2024-07-18,,Employment and earnings - Ongoing paid employment,Chris Hinchliff,5244,Monthly,05/07/2024,15/07/2024,Monthly,,Monetary,,1051.75,8.00,Hours worked are estimated.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6251
6461,6457,"Agreement - £1,967.46",2024-07-16,2024-07-16,,Employment and earnings - Ongoing paid employment,Mr Will Forster,5322,Monthly,,17/07/2024,Monthly,,Monetary,,1967.46,21.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6461
6456,6454,Agreement - £615.00,2024-07-16,2024-07-16,2024-09-30,Employment and earnings - Ongoing paid employment,Mr Will Forster,5322,Monthly,,,Monthly,,Monetary,,615.00,20.00,No fixed hours of work,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6456
6355,6352,"Agreement - £1,180.00",2024-07-16,2024-07-16,2024-09-30,Employment and earnings - Ongoing paid employment,Mr Will Forster,5322,Monthly,,,Monthly,Councillor,Monetary,,1180.00,32.00,No fixed working hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6355
6477,6476,"Agreement - £1,291.67",2024-07-16,2024-07-16,,Employment and earnings - Ongoing paid employment,Adam Dance,5191,Monthly,,,Weekly,,Monetary,,1291.67,14.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6477
6267,6253,"Agreement - £11,751.00",2024-07-15,2024-07-15,,Employment and earnings - Ongoing paid employment,Lewis Cocking,5050,Yearly,,,Monthly,,Monetary,,11751.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6267
6304,6301,"Agreement - £1,006.75",2024-07-15,2024-07-15,,Employment and earnings - Ongoing paid employment,Mr Peter Bedford,5330,Monthly,,01/05/2025,Monthly,,Monetary,Income represents the 'Basic Allowance' payable as a County Councillor,1006.75,20.00,Hours worked will vary depending on casework.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6304
6130,6127,"Agreement - £14,458.00",2024-07-11,2024-07-11,2024-08-17,Employment and earnings - Ongoing paid employment,Vikki Slade,5327,Yearly,,,Weekly,,Monetary,,14458.00,15.00,(there is no specific number of hours),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6130
5622,4860,Agreement starting 01 July 2021 - £0.00,2021-07-26,2024-05-07,2024-04-30,Employment and earnings - Ongoing paid employment,Paul Holmes,4803,Yearly,01/07/2021,,Monthly,,Monetary,(see additional information below),0.00,15.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5622
5423,5421,"Agreement starting 25 March 2024 - £1,500.00",2024-04-23,2024-04-24,2024-10-15,Employment and earnings - Ongoing paid employment,George Freeman,4020,Monthly,25/03/2024,25/07/2024,Monthly,,Monetary,(last received in July),1500.00,8.00,Contract terminated in September 2024. No remuneration received after July 2024.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5423
5124,5123,"Agreement starting 01 April 2023 - £20,000.00",2023-04-14,2024-04-15,2024-05-23,Employment and earnings - Ongoing paid employment,Richard Fuller,3912,Yearly,01/04/2023,31/03/2024,Monthly,,Monetary,,20000.00,5.00,expected commitment,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5124
4964,4963,"Agreement starting 26 August 2022 - £4,900.00",2022-09-22,2024-03-18,2024-01-31,Employment and earnings - Ongoing paid employment,Mark Pritchard,1576,Monthly,26/08/2022,31/01/2024,Monthly,,Monetary,,4900.00,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4964
4712,4711,"Agreement starting 01 November 2023 - £293,400.00",2020-10-19,2024-03-18,2024-01-03,Employment and earnings - Ongoing paid employment,Sir Geoffrey Cox,1508,Yearly,01/11/2023,,Monthly,,Monetary,(plus VAT) paid quarterly for international legal services,293400.00,30.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4712
4708,4707,"Agreement - £17,520.00",,2024-03-18,2022-11-22,Employment and earnings - Ongoing paid employment,Sir Geoffrey Clifton-Brown,249,Yearly,,,Yearly,,In kind,The use of a car belonging to the partnership (value as at 29 September 2022),17520.00,0.00,none,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4708
5406,4969,"Agreement starting 01 January 2023 - £3,900.00",2023-02-27,2024-03-18,2024-01-31,Employment and earnings - Ongoing paid employment,Mark Pritchard,1576,Monthly,01/01/2023,28/02/2023,Monthly,,Monetary,,3900.00,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5406
4834,4833,"Agreement starting 01 October 2020 - £2,500.00",2020-10-26,2024-03-18,2022-09-22,Employment and earnings - Ongoing paid employment,Mark Garnier,4074,Monthly,01/10/2020,31/08/2022,Monthly,,Monetary,,2500.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4834
4896,4893,"Agreement - £2,500.00",2020-01-11,2024-03-18,,Employment and earnings - Ongoing paid employment,Carla Lockhart,4857,Yearly,,,Weekly,,Monetary,,2500.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4896
4719,4718,"Agreement starting 04 April 2023 - £50,000.00",2023-04-04,2024-03-18,,Employment and earnings - Ongoing paid employment,Dame Caroline Dinenage,4008,Yearly,04/04/2023,,Monthly,,Monetary,"paid monthly, plus reimbursed expenses",50000.00,25.00,approx.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4719
4837,4836,"Agreement starting 01 September 2023 - £8,000.00",2023-09-01,2024-03-18,,Employment and earnings - Ongoing paid employment,Mark Garnier,4074,Yearly,01/09/2023,,Yearly,,Monetary,,8000.00,50.00,(maximum),False,,False,,,True,Paid direct to the recipient by the payer,Other,Kemyel Ltd,https://interests-api.parliament.uk/api/v1/Interests/4837
4962,4961,"Agreement starting 01 April 2022 - £2,083.33",2022-06-06,2024-03-18,,Employment and earnings - Ongoing paid employment,Mark Pritchard,1576,Monthly,01/04/2022,,Monthly,,Monetary,,2083.33,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4962
4971,4970,"Agreement starting 01 November 2023 - £9,000.00",2024-01-03,2024-03-18,,Employment and earnings - Ongoing paid employment,Mark Pritchard,1576,Monthly,01/11/2023,,Monthly,,Monetary,First payment received on 6 December 2023,9000.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4971
5026,5025,"Agreement starting 06 October 2022 - £4,000.00",2022-10-17,2024-03-18,2024-05-15,Employment and earnings - Ongoing paid employment,Sir Jeremy Wright,1560,Monthly,06/10/2022,07/05/2024,Weekly,,Monetary,,4000.00,8.00,(up to 8 hours a week),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5026
4850,4849,"Agreement starting 01 September 2018 - £50,000.00",2018-09-28,2024-03-18,2018-12-12,Employment and earnings - Ongoing paid employment,Sir John Hayes,350,Yearly,01/09/2018,,Yearly,,Monetary,,50000.00,90.00,(between 80 and 90 hrs),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4850
4966,4965,"Agreement starting 01 September 2022 - £4,000.00",2022-08-08,2024-03-18,2023-08-16,Employment and earnings - Ongoing paid employment,Mark Pritchard,1576,Monthly,01/09/2022,31/07/2023,Monthly,,Monetary,,4000.00,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4966
4743,4742,"Agreement starting 01 January 2020 - £4,672.00",2020-01-07,2024-03-18,2020-07-08,Employment and earnings - Ongoing paid employment,John Finucane,4823,Monthly,01/01/2020,,Monthly,,Monetary,,4672.00,80.00,(between 40 and 80 hours a month),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4743
