ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,JobTitle,StartDate,EndDate,IsUntilFurtherNotice,PayerName,PayerIsPrivateIndividual,IsPaidAsDirectorOfPayer,PayerNatureOfBusiness,PayerPublicAddress,HasSoughtAcobaAdvice,Link,Updated_2,Updated_3,Updated_4,Updated_5,Updated_6,Updated_7
11702,"Guest on BBC's ""Any Questions?"" - BBC Home Services",,2025-01-27,2025-01-27,,Employment and earnings,1536,Emily Thornberry,"Guest on BBC's ""Any Questions?""",,,False,BBC Home Services,False,False,BBC,"Broadcasting House, Portland Place, London W1A 1AA",,https://interests-api.parliament.uk/api/v1/Interests/11702,,,,,,
11565,Social media activity on X - X formerly Twitter,,,2025-01-11,,Employment and earnings,5161,Richard Tice,Social media activity on X,,,False,X formerly Twitter,False,False,,"Market Square, 1355 Market St suite 900, San Francisco, CA 94103, United States",,https://interests-api.parliament.uk/api/v1/Interests/11565,,,,,,
11634,Final payment from limited company - Clayduck Ltd,,2025-01-09,2025-01-09,,Employment and earnings,4595,Gareth Snell,Final payment from limited company,,,False,Clayduck Ltd,False,True,Communication support,"9 Bridge Street, Bridge Street, Walton-On-Thames KT12 1AE",,https://interests-api.parliament.uk/api/v1/Interests/11634,,,,,,
11622,Strategy Adviser - Pierce Protocols Limited trading as Heni,,2025-01-09,2025-01-09,,Employment and earnings,4441,Sir Oliver Dowden,Strategy Adviser,2024-11-02,2025-05-02,True,Pierce Protocols Limited trading as Heni,False,False,an international art services business,"126-134 Baker Street, London W1U 6UE",True,https://interests-api.parliament.uk/api/v1/Interests/11622,,,,,,
11542,Brand Ambassador - Direct Bullion,,2024-12-20,2024-12-20,,Employment and earnings,5091,Nigel Farage,Brand Ambassador,,,False,Direct Bullion,False,False,,"Level 1, Devonshire House, One Mayfair Place, London W1J8AJ",,https://interests-api.parliament.uk/api/v1/Interests/11542,,,,,,
11502,Social Media - X Corp,,2024-12-16,2024-12-17,,Employment and earnings,4743,Lee Anderson,Social Media,2024-11-27,,False,X Corp,False,False,Social media,"Market Square, 1355 Market Street Suite 900, San Francisco, California 94103",,https://interests-api.parliament.uk/api/v1/Interests/11502,,,,,,
11512,Legal services - Garden Court Chambers,,2024-12-16,2024-12-16,,Employment and earnings,5067,Tony Vaughan,Legal services,,,False,Garden Court Chambers,False,False,Barristers' chambers,"57-60 Lincoln's Inn Fields, London WC2A 3LJ",,https://interests-api.parliament.uk/api/v1/Interests/11512,,,,,,
11471,"Professor of International Relations - School of International Relations, University of St Andrews",,2024-12-10,2024-12-10,,Employment and earnings,4434,Stephen Gethins,Professor of International Relations,2024-11-01,,False,"School of International Relations, University of St Andrews",False,False,Some limited teaching and research activities as part of the School's overall work.,"The Arts Faculty Building, the Scores, St Andrews, KY16 9AX",,https://interests-api.parliament.uk/api/v1/Interests/11471,,,,,,
11466,Gameshow guest appearances - ITV Studios Limited,,2024-12-10,2024-12-10,,Employment and earnings,5102,Carla Denyer,Gameshow guest appearances,,,False,ITV Studios Limited,False,False,Television programme production,"Itv White City, 201 Wood Lane, London, United Kingdom, W12 7RU",,https://interests-api.parliament.uk/api/v1/Interests/11466,,,,,,
11422,"Advisory Board, Science, Innovation and Technology - Space 4 Earth VC Fund",,2024-12-03,2024-12-03,,Employment and earnings,4020,George Freeman,"Advisory Board, Science, Innovation and Technology",2024-12-01,,False,Space 4 Earth VC Fund,False,False,"S4E VC Fund is being set up as a new Fund focused on investing in space related technologies which promote: efficient and sustainable production of food, clean water for everyone, decarbonisation, and the end to deforestation. The Fund does not have a relationship with the government. The fund will be a standard GP/LP fund structure, with the investment advisor and the advisory board based in the UK. The General Partner could be located in the Channel Islands depending on requirements by investors, however the core of the Fund and its Fund Manager and advisory board will be in the UK.","4 Cavendish Square, London, W1G 0PG",True,https://interests-api.parliament.uk/api/v1/Interests/11422,,,,,,
11413,Social Media - X Corp,,2024-12-03,2024-12-03,,Employment and earnings,5158,Rupert Lowe,Social Media,,2024-11-27,True,X Corp,False,False,,"Market Square, 1355 Market Street Suite, 900 San Francisco, California, 94103",,https://interests-api.parliament.uk/api/v1/Interests/11413,,,,,,
11340,Audio book recording - Bloomsbury Publishing,,2024-11-25,2024-11-25,,Employment and earnings,5267,Yuan Yang,Audio book recording,2024-10-08,,False,Bloomsbury Publishing,False,False,,"50 Bedford Square, London WC1B 3DP",,https://interests-api.parliament.uk/api/v1/Interests/11340,,,,,,
11337,Legal services - Jai Stern Solicitors,,2024-11-25,2024-11-25,,Employment and earnings,1508,Sir Geoffrey Cox,Legal services,,,False,Jai Stern Solicitors,False,False,,"1 Mayfair Place, Devonshire House, Mayfair W1J 8AJ",,https://interests-api.parliament.uk/api/v1/Interests/11337,,,,,,
11326,Polish edition of book published - Grupa Wydawnicza Foksal Ltd,,2024-11-21,2024-11-21,,Employment and earnings,5267,Yuan Yang,Polish edition of book published,2024-10-19,,False,Grupa Wydawnicza Foksal Ltd,False,False,Publishing company in Poland that have agreed to publish Yuan's book.,"ul. Domaniewska 48, 02-672 Warszawa",,https://interests-api.parliament.uk/api/v1/Interests/11326,,,,,,
11317,"Writing an autobiography - Viking- Penguin via Blake Friedmann Literary, TV & Film Agency Ltd",,2024-11-20,2024-11-20,,Employment and earnings,172,Ms Diane Abbott,Writing an autobiography,,,False,"Viking- Penguin via Blake Friedmann Literary, TV & Film Agency Ltd",False,False,Book advance on first UK publication,"Ground Floor, 15 Highbury Place, London, N5 1QP",,https://interests-api.parliament.uk/api/v1/Interests/11317,,,,,,
11308,Royalties with Authors Licensing and Collecting Society - Authors Licensing and Collecting Society,,,2024-11-20,,Employment and earnings,4657,Anneliese Dodds,Royalties with Authors Licensing and Collecting Society,,,False,Authors Licensing and Collecting Society,False,False,,"International House, 1 St Katharine's Way, London E1W 1UN",,https://interests-api.parliament.uk/api/v1/Interests/11308,,,,,,
11294,Strategy Adviser - Caxton Associates LP,,2024-11-19,2024-11-19,,Employment and earnings,4441,Sir Oliver Dowden,Strategy Adviser,2024-11-02,2026-11-01,True,Caxton Associates LP,False,False,Global Macro Hedge Fund,"40 Berkeley Square, London W1J 5AL",True,https://interests-api.parliament.uk/api/v1/Interests/11294,,,,,,
11269,Guest Appearance - Electoral Dysfunction Podcast - Sky UK LTD,,2024-11-15,2024-11-19,,Employment and earnings,1536,Emily Thornberry,Guest Appearance - Electoral Dysfunction Podcast,2024-07-19,2024-07-20,True,Sky UK LTD,False,False,,"Grant Way, Isleworth TW7 5QD",,https://interests-api.parliament.uk/api/v1/Interests/11269,,,,,,
11256,Advisor - Nighthawk Partners Limited,,2024-11-13,2024-11-13,,Employment and earnings,4020,George Freeman,Advisor,2024-10-16,,False,Nighthawk Partners Limited,False,False,"Nighthawk Partners Limited gives eligible, UK SME’s instant access to working capital that is being used for Innovation, UK and International Commercialisation. The company’s mission is to incentivise UK SMEs to succeed even when their working capital has been adversely impacted by tough economic times.","2 Catherine Place London, SW1E 6HF  United Kingdom",True,https://interests-api.parliament.uk/api/v1/Interests/11256,,,,,,
11234,Political panellist - TV - ITN,,2024-11-11,2024-11-11,,Employment and earnings,4480,Carolyn Harris,Political panellist - TV,,,False,ITN,False,False,TV Channel,"200 Grays Inn Road, London WC1X 8XZ",,https://interests-api.parliament.uk/api/v1/Interests/11234,,,,,,
11140,Speaking Engagement - Nomad Capitalist LLC,,2024-10-31,2024-11-05,,Employment and earnings,5091,Nigel Farage,Speaking Engagement,,2024-09-25,True,Nomad Capitalist LLC,False,False,,"2810 North 3rd Street, Phoenix, Arizona 85004",,https://interests-api.parliament.uk/api/v1/Interests/11140,,,,,,
11136,Book Royalties - Hurst and Co Publishers,,2024-10-31,2024-11-05,,Employment and earnings,5219,Mike Martin,Book Royalties,,,False,Hurst and Co Publishers,False,False,Book publishers,"Somerset House, New Wing, Strand, London WC2R 1LA",,https://interests-api.parliament.uk/api/v1/Interests/11136,,,,,,
11093,Elected Councillor - Lancashire County Council,,2024-10-28,2024-10-28,,Employment and earnings,5232,Lorraine Beavers,Elected Councillor,,,False,Lancashire County Council,False,False,Local Authority,"County Hall, Preston PR1 8RL",,https://interests-api.parliament.uk/api/v1/Interests/11093,,,,,,
11029,Elected Councillor - Wyre Council,,2024-10-28,2024-10-28,,Employment and earnings,5232,Lorraine Beavers,Elected Councillor,,,False,Wyre Council,False,False,,"Wyre Council Civic Centre, Breck Road, Poulton-le-Fylde, Lancashire FY6 7PU",,https://interests-api.parliament.uk/api/v1/Interests/11029,,,,,,
11008,speaking engagement - Chartwell Partners Ltd,,2024-10-22,2024-10-23,,Employment and earnings,1572,Jeremy Hunt,speaking engagement,,,False,Chartwell Partners Ltd,False,False,Publishing Agent,"123 Buckingham Palace Road, London SW1W 9SH",False,https://interests-api.parliament.uk/api/v1/Interests/11008,,,,,,
6030,Councillor - Stockport Metropolitan Borough Council,,2024-08-01,2024-10-17,2024-10-16,Employment and earnings,5070,Lisa Smart,Councillor,,2024-09-10,True,Stockport Metropolitan Borough Council,False,False,,"Edward Street, Stockport SK1 3UR",,https://interests-api.parliament.uk/api/v1/Interests/6030,,,,,,
11009,Keynote Speaker Castle Strategy Day - Castle Water Ltd,,2024-10-15,2024-10-17,,Employment and earnings,146,Barry Gardiner,Keynote Speaker Castle Strategy Day,,2024-10-09,True,Castle Water Ltd,False,False,Water Company,"1 Boat Brae, Rattray, Blairgowie PH10 7BH",,https://interests-api.parliament.uk/api/v1/Interests/11009,,,,,,
6552,Local Authority Councillor - Stirling Council,,2024-07-29,2024-10-10,2024-10-09,Employment and earnings,5155,Chris Kane,Local Authority Councillor,,2024-09-24,True,Stirling Council,False,False,local authority,"Pitt Terrace, Stirling FK82EJ",,https://interests-api.parliament.uk/api/v1/Interests/6552,,,,,,
10919,Guest presenter - LBC - Global Media Group,,2024-10-07,2024-10-09,,Employment and earnings,1536,Emily Thornberry,Guest presenter - LBC,,,False,Global Media Group,False,False,,"30 Leicester Square, London WC2H 7LA",,https://interests-api.parliament.uk/api/v1/Interests/10919,,,,,,
10930,Writing articles - Telegraph Media Group Holdings Ltd,,2024-10-07,2024-10-09,,Employment and earnings,4475,Suella Braverman,Writing articles,,,False,Telegraph Media Group Holdings Ltd,False,False,Media/newspaper,"111 Buckingham Palace Road, London SW1W 0DT",True,https://interests-api.parliament.uk/api/v1/Interests/10930,,,,,,
10644,Local councillor - East Ayrshire council,,2024-09-05,2024-09-30,,Employment and earnings,5206,Elaine Stewart,Local councillor,2022-05-05,2024-08-30,True,East Ayrshire council,False,False,Local authority,London road Kilmarnock KA37DD,False,https://interests-api.parliament.uk/api/v1/Interests/10644,,,,,,
10852,Writing articles - The Observer,,2024-09-30,2024-09-30,,Employment and earnings,5069,Torsten Bell,Writing articles,2024-08-04,,False,The Observer,False,False,,"Kings Place, 90 York Way, London N1 9GU",,https://interests-api.parliament.uk/api/v1/Interests/10852,,,,,,
10640,Guest on The Jeremy Vine Show - ITN 5 Live,,2024-09-04,2024-09-30,,Employment and earnings,242,Sir Christopher Chope,Guest on The Jeremy Vine Show,,,False,ITN 5 Live,False,False,,"200 Gray's Inn Road, London WC1X 8XZ",,https://interests-api.parliament.uk/api/v1/Interests/10640,,,,,,
6387,Councillor - Stockport Metropolitan Borough Council,,2024-07-16,2024-09-27,2024-09-26,Employment and earnings,5090,Tom Morrison,Councillor,2019-05-02,2024-09-09,True,Stockport Metropolitan Borough Council,False,False,,"Stockport Town Hall, Edward Street, Stockport SK1 3XE",,https://interests-api.parliament.uk/api/v1/Interests/6387,,,,,,
10718,Writing a foreward to a book - The National Council for Civil Liberties,,2024-09-27,2024-09-27,,Employment and earnings,4500,Clive Lewis,Writing a foreward to a book,,2024-09-20,True,The National Council for Civil Liberties,False,False,The National Council for Civil Liberties operates under trading name Liberty,"Liberty House, 26-30 Strutton Ground, London, SW1P 2HR",,https://interests-api.parliament.uk/api/v1/Interests/10718,,,,,,
10819,Author royalties - ALCS,,2024-09-26,2024-09-26,,Employment and earnings,1446,Chris Bryant,Author royalties,,,False,ALCS,False,False,Authors Licensing and Collection Society,"6th Floor, International House, 1 St Katharine's Way, London E1W 1UN",,https://interests-api.parliament.uk/api/v1/Interests/10819,,,,,,
10773,"Writing a book - A M Heath & Company Limited,",,2024-09-25,2024-09-25,,Employment and earnings,4409,Naz Shah,Writing a book,2024-09-10,,False,"A M Heath & Company Limited,",False,False,Literary Agency,"6 Warwick Court, London WC1R 5DJ",,https://interests-api.parliament.uk/api/v1/Interests/10773,,,,,,
10792,Councillor - Somerset Council,,2023-08-17,2024-09-23,2025-01-30,Employment and earnings,4995,Sarah Dyke,Councillor,,2024-10-11,True,Somerset Council,False,False,,"County Hall, Taunton TA1 4DY",,https://interests-api.parliament.uk/api/v1/Interests/10792,,,,,,
10746,Speaking engagement - Edinburgh International Book Festival,,2024-09-18,2024-09-18,,Employment and earnings,5267,Yuan Yang,Speaking engagement,,2024-08-13,True,Edinburgh International Book Festival,False,False,Literary festival,"121 George Street, Edinburgh EH2 4YN",,https://interests-api.parliament.uk/api/v1/Interests/10746,,,,,,
10714,"Narration - Penguin Audio via Blake Friedmann Literary, TV & Film Agency Ltd",,2024-09-16,2024-09-16,,Employment and earnings,172,Ms Diane Abbott,Narration,2024-09-10,,False,"Penguin Audio via Blake Friedmann Literary, TV & Film Agency Ltd",False,False,,"Ground Floor, 15 Highbury Place, London N5 1QP",,https://interests-api.parliament.uk/api/v1/Interests/10714,,,,,,
10717,Programme Manager - NHS Ayrshire and Arran,,2024-09-16,2024-09-16,,Employment and earnings,5145,Irene Campbell,Programme Manager,,2024-07-07,True,NHS Ayrshire and Arran,False,False,,"University Hospital Crosshouse, Kilmarnock KA2 0BE",,https://interests-api.parliament.uk/api/v1/Interests/10717,,,,,,
10708,Councillor - Warrington Borough Council,,2024-09-16,2024-09-16,,Employment and earnings,5154,Sarah Hall,Councillor,,2024-05-02,True,Warrington Borough Council,False,False,Council,"Warrington Borough Council, Sankey Street, Warrington",,https://interests-api.parliament.uk/api/v1/Interests/10708,,,,,,
10669,Guest contributor to radio show - Global Radio Services Ltd,,2024-09-09,2024-09-11,,Employment and earnings,4475,Suella Braverman,Guest contributor to radio show,,,False,Global Radio Services Ltd,False,False,Media company/ radio broadcaster,"30, Leicester Square, London WC2H 7LA",,https://interests-api.parliament.uk/api/v1/Interests/10669,,,,,,
6799,Councillor - Inverclyde Council,,2024-07-23,2024-09-10,2024-09-04,Employment and earnings,5129,Martin McCluskey,Councillor,,2024-09-04,True,Inverclyde Council,False,False,,"Municipal Buildings, 24 Clyde Sq, Greenock PA15 1LY",,https://interests-api.parliament.uk/api/v1/Interests/6799,,,,,,
6102,Local Government Councillor - The Moray Council,,2024-07-11,2024-09-02,2024-08-20,Employment and earnings,5277,Graham Leadbitter,Local Government Councillor,,2024-08-13,True,The Moray Council,False,False,,"High Street, Elgin IV30 1BX",,https://interests-api.parliament.uk/api/v1/Interests/6102,,,,,,
10507,Speaking engagements - The Advocacy Team,,2024-08-27,2024-09-02,,Employment and earnings,4764,Bell Ribeiro-Addy,Speaking engagements,2024-08-20,,False,The Advocacy Team,False,False,,"8 Devonshire Square, London EC2M 4PL",,https://interests-api.parliament.uk/api/v1/Interests/10507,,,,,,
7978,Councillor - Ealing Council,,2024-08-03,2024-09-02,2024-08-23,Employment and earnings,5193,Callum Anderson,Councillor,2022-06-06,2024-08-23,True,Ealing Council,False,False,,"Perceval House, 14-16 Uxbridge Road, London W5 2HL",,https://interests-api.parliament.uk/api/v1/Interests/7978,,,,,,
10573,Legal services provided before my election to Parliament - Deka Chambers,,2024-08-28,2024-09-02,,Employment and earnings,5082,Jake Richards,Legal services provided before my election to Parliament,,,False,Deka Chambers,False,False,Barrister Chambers,"5 Norwich Street, London EC4A 1DR",,https://interests-api.parliament.uk/api/v1/Interests/10573,,,,,,
10561,Polling Consultant - Labour Party,,2024-08-27,2024-09-02,,Employment and earnings,5118,Chris Curtis,Polling Consultant,2024-01-01,2024-07-04,True,Labour Party,False,False,,"20 Rushworth St, London SE1 0SS",,https://interests-api.parliament.uk/api/v1/Interests/10561,,,,,,
10624,Social media work - Google,,2024-09-02,2024-09-02,,Employment and earnings,5091,Nigel Farage,Social media work,,,False,Google,False,False,,"Google Google Building Gordon House, Barrow St, Grand Canal Dock, Dublin 4, D04 V4X7 Ireland",,https://interests-api.parliament.uk/api/v1/Interests/10624,,,,,,
10545,Interim Head of Leader's Office - Sandwell Metropolitan Borough Council,,2024-08-26,2024-09-02,,Employment and earnings,5136,Imogen Walker,Interim Head of Leader's Office,2022-08-08,2024-05-24,True,Sandwell Metropolitan Borough Council,False,False,,"Sandwell Council House, Freeth St, Oldbury B69 3DE",,https://interests-api.parliament.uk/api/v1/Interests/10545,,,,,,
6131,Lead Member in Local Government - Local Government Association,,2024-07-11,2024-09-02,2024-09-06,Employment and earnings,5327,Vikki Slade,Lead Member in Local Government,,2024-07-31,True,Local Government Association,False,False,,"LGA House, Smith Square, London SW1P 3HZ",,https://interests-api.parliament.uk/api/v1/Interests/6131,,,,,,
7901,Councillor - Essex County Council,,2024-07-31,2024-08-30,,Employment and earnings,5073,Marie Goldman,Councillor,,,False,Essex County Council,False,False,,"County Hall, 19 Market Road, Chelmsford CM1 1QH",,https://interests-api.parliament.uk/api/v1/Interests/7901,,,,,,
6541,Councillor - Devon County Council,,2024-08-02,2024-08-30,2024-08-29,Employment and earnings,5111,Martin Wrigley,Councillor,,2025-05-01,True,Devon County Council,False,False,,"County Hall, Topsham Road, Exeter, Devon EX2 4QD",,https://interests-api.parliament.uk/api/v1/Interests/6541,,,,,,
6538,Councillor - Teignbridge district council,,2024-08-02,2024-08-30,2024-08-29,Employment and earnings,5111,Martin Wrigley,Councillor,,,False,Teignbridge district council,False,False,,"Forde house, Brunel Rd, Newton Abbot TQ12 4XX",,https://interests-api.parliament.uk/api/v1/Interests/6538,,,,,,
10412,Introducer - Paykage UK Limited,,2024-08-12,2024-08-06,,Employment and earnings,4074,Mark Garnier,Introducer,,,False,Paykage UK Limited,False,False,Financial intermediary,"73 Cornhill, London EC3V 3QQ",,https://interests-api.parliament.uk/api/v1/Interests/10412,,,,,,
8641,Member of Devon and Somerset Fire Authority - Devon and Somerset Fire & Rescue Authority,,2024-08-01,2024-08-04,2025-02-04,Employment and earnings,5138,Ian Roome,Member of Devon and Somerset Fire Authority,,2025-02-03,True,Devon and Somerset Fire & Rescue Authority,False,False,,"Service HQ, The Knowle, Clyst St George, Exeter EX3 0NW",,https://interests-api.parliament.uk/api/v1/Interests/8641,,,,,,
7336,National Officer for Disability Equality - UNISON,,2024-08-01,2024-08-04,,Employment and earnings,5075,Deirdre Costigan,National Officer for Disability Equality,,2024-07-05,True,UNISON,False,False,,"Unison Centre, 130 Euston Road NW1 2AY",,https://interests-api.parliament.uk/api/v1/Interests/7336,,,,,,
7122,London Councils Executive Member - London Councils,,2024-08-04,2024-08-04,,Employment and earnings,5227,Jas Athwal,London Councils Executive Member,,2024-07-19,True,London Councils,False,False,Local Government,City of London Corporation,,https://interests-api.parliament.uk/api/v1/Interests/7122,,,,,,
7361,Councillor - Hartlepool Borough Council,,2024-07-30,2024-08-04,,Employment and earnings,5045,Mr Jonathan Brash,Councillor,,2024-08-08,True,Hartlepool Borough Council,False,False,Local Council,"Civic Centre, Victoria Road, Hartlepool TS24 8AY",,https://interests-api.parliament.uk/api/v1/Interests/7361,,,,,,
7517,"Executive Director of Policy, Advocacy and Campaigns - Save the Children UK",,2024-07-25,2024-08-04,,Employment and earnings,5114,Kirsty McNeill,"Executive Director of Policy, Advocacy and Campaigns",,2024-07-07,True,Save the Children UK,False,False,,"1 St John's Lane, London EC1M 4AR",,https://interests-api.parliament.uk/api/v1/Interests/7517,,,,,,
8344,Programme Manager - Durham University,,2024-08-01,2024-08-04,,Employment and earnings,5108,Sam Rushworth,Programme Manager,,2024-07-26,True,Durham University,False,False,,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE",,https://interests-api.parliament.uk/api/v1/Interests/8344,,,,,,
8453,Director - Data-Path Office Net Work Services Ltd,,2024-07-31,2024-08-04,,Employment and earnings,5158,Rupert Lowe,Director,,,False,Data-Path Office Net Work Services Ltd,False,True,Data contractor,"Crewkerne Business Park, Northern Way, Crewkerne, TA18 7HU",,https://interests-api.parliament.uk/api/v1/Interests/8453,,,,,,
8895,Policy advice on end of life care - King's College London,,2024-08-01,2024-08-04,,Employment and earnings,5281,Anna Dixon,Policy advice on end of life care,,2024-06-14,True,King's College London,False,False,University,"Strand, London WC2R 2LS",,https://interests-api.parliament.uk/api/v1/Interests/8895,,,,,,
9152,Office Manager for Member of Parliament - IPSA,,2024-08-02,2024-08-04,,Employment and earnings,5154,Sarah Hall,Office Manager for Member of Parliament,,2024-07-04,True,IPSA,False,False,,"2nd floor, 65 Strand, London, WC2R 0DW",,https://interests-api.parliament.uk/api/v1/Interests/9152,,,,,,
9916,"District Councillor and Chair, Climate Change and Environment Committee - South Cambridgeshire District Council",,2024-08-03,2024-08-04,,Employment and earnings,5078,Pippa Heylings,"District Councillor and Chair, Climate Change and Environment Committee",2022-05-05,,False,South Cambridgeshire District Council,False,False,,"South Cambridgeshire Hall Cambourne Business Park Cambourne, Cambridge CB23 6EA",,https://interests-api.parliament.uk/api/v1/Interests/9916,,,,,,
9527,Chair & Member of the Authority - Nottinghamshire & City of Nottingham Fire Authority,,2024-08-02,2024-08-04,,Employment and earnings,5146,Michael Payne,Chair & Member of the Authority,,,False,Nottinghamshire & City of Nottingham Fire Authority,False,True,,"Nottinghamshire Fire and Rescue Service Joint Headquarters, Sherwood Lodge, Arnold, Nottingham NG5 8PP",,https://interests-api.parliament.uk/api/v1/Interests/9527,,,,,,
8327,Local Councillor - North Lanarkshire Council,,2024-08-04,2024-08-04,2024-09-02,Employment and earnings,5200,Kenneth Stevenson,Local Councillor,2024-08-06,,False,North Lanarkshire Council,False,False,,"Civic Centre, Windmillhill Street, Motherwell ML1 1AB",,https://interests-api.parliament.uk/api/v1/Interests/8327,,,,,,
7640,Employee - University of Southampton,,2024-07-29,2024-08-04,,Employment and earnings,5270,Darren Paffey,Employee,,2024-07-04,True,University of Southampton,False,False,Higher Education,"University Road, Southampton SO17 1BJ",,https://interests-api.parliament.uk/api/v1/Interests/7640,,,,,,
7105,medical practice - Premex,,2024-07-25,2024-08-04,,Employment and earnings,5163,Peter Prinsley,medical practice,2024-07-19,,False,Premex,False,False,medical report agent,n/a,,https://interests-api.parliament.uk/api/v1/Interests/7105,,,,,,
9909,Executive Director - Talking Transformation Limited,,2024-08-03,2024-08-04,,Employment and earnings,5078,Pippa Heylings,Executive Director,,2024-07-30,True,Talking Transformation Limited,True,True,"Small consultancy business specialising in facilitation and conflict management on environmental, climate change and sustainability issues, mainly international work, bringing together multiple actors from different sectors to reach agreements.",,,https://interests-api.parliament.uk/api/v1/Interests/9909,,,,,,
8847,"Work as as consultant delivering international governance aid programmes for democratic activists in Belarus, Kosovo and Serbia. - National Democratic Institute",,2024-08-01,2024-08-04,,Employment and earnings,5076,Blair McDougall,"Work as as consultant delivering international governance aid programmes for democratic activists in Belarus, Kosovo and Serbia.",2024-02-15,2024-04-02,True,National Democratic Institute,False,False,An organisation for the delivery of governance aid internationally by various Western Governments.,"455 Massachusetts Ave, NW, 8th Floor  Washington, DC 20001-2621",,https://interests-api.parliament.uk/api/v1/Interests/8847,,,,,,
7380,County Councillor - Nottinghamshire County Council,,2024-08-03,2024-08-04,,Employment and earnings,5226,Michelle Welsh,County Councillor,,,False,Nottinghamshire County Council,False,False,Local Government,"Nottinghamshire County Hall, West Bridgford, Nottinghamshire NG2 7QP",,https://interests-api.parliament.uk/api/v1/Interests/7380,,,,,,
