ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,JobTitle,StartDate,EndDate,IsUntilFurtherNotice,PayerName,PayerIsPrivateIndividual,IsPaidAsDirectorOfPayer,PayerNatureOfBusiness,PayerPublicAddress,HasSoughtAcobaAdvice
8451,,Consultant Solicitor - Rebel Law Ltd,31/07/2024,04/08/2024,,Employment and earnings,Mrs Sarah Russell,5324,Consultant Solicitor,,,FALSE,Rebel Law Ltd,FALSE,FALSE,Law firm specialising in employment law,"124 City Road, London EC1V 2NX",
8456,,Journalism - National World/Stornoway Gazette,31/07/2024,04/08/2024,,Employment and earnings,Torcuil Crichton,5246,Journalism,,,FALSE,National World/Stornoway Gazette,FALSE,FALSE,Newspaper,"Seaforth Road, Stornoway, Isle of Lewis HS1",
8523,,Director of Operations - University of Westminster,03/08/2024,04/08/2024,,Employment and earnings,Tim Roca,5287,Director of Operations,,22/07/2024,TRUE,University of Westminster,FALSE,FALSE,,"309 Regent Street, London W1B 2HW",
8539,,County Councillor - Kent County Council,31/07/2024,04/08/2024,,Employment and earnings,Dr Lauren Sullivan,5269,County Councillor,06/05/2021,,FALSE,Kent County Council,FALSE,FALSE,,"County Hall, Maidstone, Kent ME14 1XQ",
8453,,Director - Data-Path Office Net Work Services Ltd,31/07/2024,04/08/2024,,Employment and earnings,Rupert Lowe,5158,Director,,,FALSE,Data-Path Office Net Work Services Ltd,FALSE,TRUE,Data contractor,"Crewkerne Business Park, Northern Way, Crewkerne, TA18 7HU",
7268,,Employee - Independent Office for Police Conduct,24/07/2024,04/08/2024,,Employment and earnings,Connor Naismith,5273,Employee,,05/07/2024,TRUE,Independent Office for Police Conduct,FALSE,FALSE,Non-Departmental Public Body,"PO Box 473, Sale, M33 0BW",
6871,,County Councillor - Leicestershire County Council,04/08/2024,04/08/2024,,Employment and earnings,Amanda Hack,5149,County Councillor,,,FALSE,Leicestershire County Council,FALSE,FALSE,,"County Hall, Glenfield LE3 8HA",
6875,,Service Improvement Manager - Advance Housing and Support,04/08/2024,04/08/2024,,Employment and earnings,Amanda Hack,5149,Service Improvement Manager,,08/07/2024,TRUE,Advance Housing and Support,FALSE,FALSE,Housing Association,"Witan Way, Witney, Oxfordshire",
8449,,Director - J Brand Limited,31/07/2024,04/08/2024,,Employment and earnings,Rupert Lowe,5158,Director,,,FALSE,J Brand Limited,FALSE,TRUE,"Data related contractor, 100% owned by me","2 Margaret Street, London, W1W 8RD",
7715,,CCO - Optibrium Ltd.,29/07/2024,04/08/2024,,Employment and earnings,Steve Yemm,5194,CCO,,05/07/2024,TRUE,Optibrium Ltd.,FALSE,FALSE,Software Company,"F10-13 Blenheim House, Cambridge Innovation Park, Denny End Road, Waterbeach, Cambridge CB25 9GL",
7848,,Councillor - Rochdale Borough Council,29/07/2024,04/08/2024,,Employment and earnings,Mrs Elsie Blundell,5084,Councillor,,04/07/2024,TRUE,Rochdale Borough Council,FALSE,FALSE,,"Number One Riverside, Smith St, Rochdale OL16 1XU",
7936,,NHS surgeon - NHS golden jubilee,04/08/2024,04/08/2024,,Employment and earnings,Dr Zubir Ahmed,5213,NHS surgeon,,,FALSE,NHS golden jubilee,FALSE,FALSE,,Agamemon street Clydebank,
7973,,"Head of Policy and Public Affairs - BCS, the Chartered Institute for IT",29/07/2024,04/08/2024,,Employment and earnings,Dan Aldridge,5172,Head of Policy and Public Affairs,,05/07/2024,TRUE,"BCS, the Chartered Institute for IT",FALSE,FALSE,A Chartered Institute and professional body,3 Newbridge Square Swindon SN1 1BY,
8454,,Director - PE487 Ltd,31/07/2024,04/08/2024,,Employment and earnings,Rupert Lowe,5158,Director,,,FALSE,PE487 Ltd,FALSE,TRUE,Freeze drying pharma related business,"Biopharma House, Winnall Valley Road, Winchester, S023 0OL",
8004,,Employee - USDAW,29/07/2024,04/08/2024,,Employment and earnings,Tracy Gilbert,5188,Employee,,04/07/2024,TRUE,USDAW,FALSE,FALSE,Trade Union,Voyager Building 2 Furness Quay Salford Quays Manchester M50 3XZ,
8042,,Employee - Baxi Heating UK Limited,29/07/2024,04/08/2024,,Employment and earnings,Bradley Thomas,5186,Employee,,04/07/2024,TRUE,Baxi Heating UK Limited,FALSE,FALSE,Manufacturer of heating and cooling equipment,"Brooks House, Coventry Road, Warwick CV34 4LL",
8440,,Adviser (Science & Technology) at GHGSat Limited - GHGSat Limited,31/07/2024,04/08/2024,,Employment and earnings,George Freeman,4020,Adviser (Science & Technology) at GHGSat Limited,24/04/2024,,FALSE,GHGSat Limited,FALSE,FALSE,"A private sector company that uses its own satellites and aircraft sensors to measure greenhouse gas emissions directly from industrial sites, providing actionable insights to businesses","Albert House, 256-260 Old Street, London EC1V 9DD UK.",TRUE
8879,,Director of Water and Environment for Europe - Jacobs UK Ltd,02/08/2024,04/08/2024,,Employment and earnings,Lee Pitcher,5233,Director of Water and Environment for Europe,,04/07/2024,TRUE,Jacobs UK Ltd,FALSE,FALSE,Global Engineering Consultancy,"Cottons Centre, Cottons Lane, London SE1 2QG",
8895,,Policy advice on end of life care - King's College London,01/08/2024,04/08/2024,,Employment and earnings,Anna Dixon,5281,Policy advice on end of life care,,14/06/2024,TRUE,King's College London,FALSE,FALSE,University,"Strand, London WC2R 2LS",
8904,,Public Engagement - Commonwealth War Graves Commission,01/08/2024,04/08/2024,,Employment and earnings,Rebecca Smith,5301,Public Engagement,,08/08/2024,TRUE,Commonwealth War Graves Commission,FALSE,FALSE,,"2 Marlow Road, Maidenhead SL6 7DX",
8627,,Councillor at Southampton City Council - Southampton City Council,02/08/2024,04/08/2024,,Employment and earnings,Satvir Kaur,5271,Councillor at Southampton City Council,,30/07/2024,TRUE,Southampton City Council,FALSE,FALSE,,"Southampton City Council, Civic Centre, Civic Road SO14 7LY",
8772,,Employee - NHS England,01/08/2024,04/08/2024,,Employment and earnings,Gregory Stafford,5351,Employee,,,FALSE,NHS England,FALSE,FALSE,,"Wellington House, 133-135 Waterloo Road, London SE1 8UG",
9001,,"Chartered Rural Surveyor, Associate - Copewell Ltd",02/08/2024,04/08/2024,,Employment and earnings,Harriet Cross,5311,"Chartered Rural Surveyor, Associate",,05/07/2024,TRUE,Copewell Ltd,FALSE,FALSE,Property Consultancy,Bidwell House Trumpington Road Cambridge CB2 9LD,
8939,,Chair of London Councils - London Councils,02/08/2024,04/08/2024,,Employment and earnings,Georgia Gould,5305,Chair of London Councils,,10/07/2024,TRUE,London Councils,FALSE,TRUE,,59 1/2 Southwark Street SE1 0AL,
9009,,Self-employed barrister - Anonymous Donor Trust,01/08/2024,04/08/2024,,Employment and earnings,Sarah Sackman,5204,Self-employed barrister,,10/05/2024,TRUE,Anonymous Donor Trust,FALSE,FALSE,A small charity who focuses on activities and issues connected to Richmond Park,"104 Richmond Hill, Richmond TW10 6RJ",
9035,,Chair of Urban Water Management - Heriot-Watt University,02/08/2024,04/08/2024,,Employment and earnings,Dr Scott Arthur,5212,Chair of Urban Water Management,,18/07/2024,TRUE,Heriot-Watt University,FALSE,FALSE,Higher Education,"Edinburgh, EH14 4AS",
9041,,Councillor (Ward 8) - City of Edinburgh Council,02/08/2024,04/08/2024,,Employment and earnings,Dr Scott Arthur,5212,Councillor (Ward 8),,,FALSE,City of Edinburgh Council,FALSE,FALSE,Local Government,"High Street, Edinburgh, EH1 1YJ.",
9057,,Councillor - West Berkshire Council,01/08/2024,04/08/2024,,Employment and earnings,Mr Lee Dillon,5310,Councillor,07/05/2015,,FALSE,West Berkshire Council,FALSE,FALSE,,"West Berkshire Council, Market Street, Newbury RG14 5LD",
9069,,District Councillor - Bassetlaw District Council,01/08/2024,04/08/2024,,Employment and earnings,James Naish,5047,District Councillor,,,FALSE,Bassetlaw District Council,FALSE,FALSE,Local government administration,"Town Hall Queens Buildings, Potter Street, Worksop S80 2AH",FALSE
9112,,Member - Cherwell District Council,01/08/2024,04/08/2024,,Employment and earnings,Sean Woodcock,5328,Member,,04/07/2024,TRUE,Cherwell District Council,FALSE,FALSE,Local Authority,"Bodicote House, White Post Road, Bodicote, Banbury, Oxon OX15 4BN",
9152,,Office Manager for Member of Parliament - IPSA,02/08/2024,04/08/2024,,Employment and earnings,Sarah Hall,5154,Office Manager for Member of Parliament,,04/07/2024,TRUE,IPSA,FALSE,FALSE,,"2nd floor, 65 Strand, London, WC2R 0DW",
9225,,External Examiner - University of Bolton,02/08/2024,04/08/2024,,Employment and earnings,Dr Scott Arthur,5212,External Examiner,,30/09/2024,TRUE,University of Bolton,FALSE,FALSE,Higher Education,"A676 Deane Rd, Bolton",
6922,,Legal services - The Khan Partnership,22/07/2024,04/08/2024,,Employment and earnings,Sir Geoffrey Cox,1508,Legal services,02/04/2024,,FALSE,The Khan Partnership,FALSE,FALSE,Solicitors,"48-49 Russell Square, London, WC1B 4JP",
9333,,Media Appearance - MBC Dubai - Al Arabiya,02/08/2024,04/08/2024,,Employment and earnings,David Davis,373,Media Appearance,,,FALSE,MBC Dubai - Al Arabiya,FALSE,FALSE,TV Channel,"MBC Building 3, Dubai Media City P.O.Box 72627 Dubai United Arab Emirates",
9344,,Senior Fellow - Centre for Social Justice,02/08/2024,04/08/2024,,Employment and earnings,Patrick Spencer,5303,Senior Fellow,,05/07/2024,TRUE,Centre for Social Justice,FALSE,FALSE,Think Tank,"Kings Building, Smith Square, SW1P 3HQ",
9916,,"District Councillor and Chair, Climate Change and Environment Committee - South Cambridgeshire District Council",03/08/2024,04/08/2024,,Employment and earnings,Pippa Heylings,5078,"District Councillor and Chair, Climate Change and Environment Committee",05/05/2022,,FALSE,South Cambridgeshire District Council,FALSE,FALSE,,"South Cambridgeshire Hall Cambourne Business Park Cambourne, Cambridge CB23 6EA",
9450,,Executive Director of Legal Affairs - The Labour Party,02/08/2024,04/08/2024,,Employment and earnings,Mr Alex Barros-Curtis,5175,Executive Director of Legal Affairs,,05/07/2024,TRUE,The Labour Party,FALSE,FALSE,Political party,"20 Rushworth Street, London SE1 0SS",
9483,,Councillor - Somerset Council,04/08/2024,04/08/2024,,Employment and earnings,Tessa Munt,4089,Councillor,,,FALSE,Somerset Council,FALSE,FALSE,,"County Hall, Taunton, Somerset",
10026,,Councillor - Chesterfield Borough Council,04/08/2024,04/08/2024,,Employment and earnings,Jonathan Davies,5256,Councillor,,,FALSE,Chesterfield Borough Council,FALSE,FALSE,Local authority.,"Town Hall, Rose Hill, Chesterfield, Derbyshire S40 1LP.",
10240,,Local Government Councillor - London Borough of Redbridge,04/08/2024,04/08/2024,,Employment and earnings,Mr Bayo Alaba,5097,Local Government Councillor,,09/09/2024,TRUE,London Borough of Redbridge,FALSE,FALSE,,"Lynton House, 255 -259 High Road, Ilford IG1 1NN",
10097,,Local Councillor - Chichester District Council,04/08/2024,04/08/2024,,Employment and earnings,Jess Brown-Fuller,5335,Local Councillor,,,FALSE,Chichester District Council,FALSE,FALSE,District Council,"East Pallant House, Chichester District Council, Chichester, PO19 1TY",
10153,,Public Affairs Manager - Wavelength,04/08/2024,04/08/2024,,Employment and earnings,Kirith Entwistle,5095,Public Affairs Manager,,20/05/2024,TRUE,Wavelength,FALSE,FALSE,Charity,"47-51 Norfolk Street, Cambridge CB12LD",
9518,,Deputy Chair & LGA Board Member - Local Government Association,02/08/2024,04/08/2024,,Employment and earnings,Michael Payne,5146,Deputy Chair & LGA Board Member,,02/07/2024,TRUE,Local Government Association,FALSE,TRUE,,"18 Smith Square, London SW1P 3HZ",
9521,,Chair of Board of Trustees - Local Government Information Unit,02/08/2024,04/08/2024,,Employment and earnings,Michael Payne,5146,Chair of Board of Trustees,,,FALSE,Local Government Information Unit,FALSE,TRUE,Local government (not-for-profit) membership organisation.,"251-255 Pentonville Road, London N1 9NG",
9524,,Presenting a radio show - LBC Radio Ltd,02/08/2024,04/08/2024,,Employment and earnings,Alicia Kearns,4805,Presenting a radio show,,,FALSE,LBC Radio Ltd,FALSE,FALSE,,"30 Leicester Square, London WC2H 7LA",
9613,,Self-employed barrister - Ricardo Gama,03/08/2024,04/08/2024,,Employment and earnings,Sarah Sackman,5204,Self-employed barrister,,24/05/2024,TRUE,Ricardo Gama,FALSE,FALSE,Solicitors,"Panagram, 27 Goswell Road, London EC61M 7AJ",
9527,,Chair & Member of the Authority - Nottinghamshire & City of Nottingham Fire Authority,02/08/2024,04/08/2024,,Employment and earnings,Michael Payne,5146,Chair & Member of the Authority,,,FALSE,Nottinghamshire & City of Nottingham Fire Authority,FALSE,TRUE,,"Nottinghamshire Fire and Rescue Service Joint Headquarters, Sherwood Lodge, Arnold, Nottingham NG5 8PP",
9624,,Self-employed barrister - Coventry University,03/08/2024,04/08/2024,,Employment and earnings,Sarah Sackman,5204,Self-employed barrister,,06/02/2024,TRUE,Coventry University,FALSE,FALSE,,"Coventry University, Priory Street Town Centre, Coventry CV1 5FB",
9627,,Self-employment barrister - St Mary's Catholic Primary School,03/08/2024,04/08/2024,,Employment and earnings,Sarah Sackman,5204,Self-employment barrister,,24/05/2024,TRUE,St Mary's Catholic Primary School,FALSE,FALSE,,"St Mary's Catholic Primary School, Station Road, Chingford London, E4 7BJ",
9699,,Local Government Council Review Team - Peer Reviewer - Local Government Association (LGA),02/08/2024,04/08/2024,,Employment and earnings,Dr Beccy Cooper,5307,Local Government Council Review Team - Peer Reviewer,,05/07/2024,TRUE,Local Government Association (LGA),FALSE,FALSE,,"18 Smith Square, Westminster SW1P 3HZ",
9820,,"Design and development of commercial training workshops and online programmes, of a non-political nature - Mango Online Learning Development Solutions Limited",03/08/2024,04/08/2024,,Employment and earnings,Steff Aquarone,5164,"Design and development of commercial training workshops and online programmes, of a non-political nature",,31/07/2024,TRUE,Mango Online Learning Development Solutions Limited,FALSE,TRUE,,"c/o Paygora, the Union Building, Rose Lane, Norwich NR1 1BY",
9829,,None-executive director - Wrekin Housing Group,03/08/2024,04/08/2024,,Employment and earnings,Shaun Davies,5041,None-executive director,,,FALSE,Wrekin Housing Group,FALSE,TRUE,Registered Social Landlord,"Colliers Way, Old Park, Telford TF3 4AW",
9909,,Executive Director - Talking Transformation Limited,03/08/2024,04/08/2024,,Employment and earnings,Pippa Heylings,5078,Executive Director,,30/07/2024,TRUE,Talking Transformation Limited,TRUE,TRUE,"Small consultancy business specialising in facilitation and conflict management on environmental, climate change and sustainability issues, mainly international work, bringing together multiple actors from different sectors to reach agreements.",,
9945,,Councillor in LB Tower Hamlets - LB Tower Hamlets,03/08/2024,04/08/2024,,Employment and earnings,Rachel Blake,5257,Councillor in LB Tower Hamlets,,26/07/2024,TRUE,LB Tower Hamlets,FALSE,FALSE,Local Authority,"Tower Hamlets Town Hall, Whitechapel Road, E1",
9849,,Employee - LSEG plc,03/08/2024,04/08/2024,,Employment and earnings,Callum Anderson,5193,Employee,,05/07/2024,TRUE,LSEG plc,FALSE,FALSE,,"10 Paternoster Square, London, EC4M 7LS",
8304,,Director - Shu Investments Ltd,31/07/2024,04/08/2024,,Employment and earnings,Shockat Adam,5120,Director,04/07/2022,,FALSE,Shu Investments Ltd,FALSE,TRUE,Investment Company,"S11 The Atkins Building, Lower Bond Street, Hinkley LE10 1QU",
9012,,Employee - Unilever UK,01/08/2024,04/08/2024,,Employment and earnings,Helena Dollimore,5192,Employee,,05/07/2024,TRUE,Unilever UK,FALSE,FALSE,,"100 Victoria Embankment, London",
8847,,"Work as as consultant delivering international governance aid programmes for democratic activists in Belarus, Kosovo and Serbia. - National Democratic Institute",01/08/2024,04/08/2024,,Employment and earnings,Blair McDougall,5076,"Work as as consultant delivering international governance aid programmes for democratic activists in Belarus, Kosovo and Serbia.",15/02/2024,02/04/2024,TRUE,National Democratic Institute,FALSE,FALSE,An organisation for the delivery of governance aid internationally by various Western Governments.,"455 Massachusetts Ave, NW, 8th Floor  Washington, DC 20001-2621",
8764,,District Councillor - Lewes District Council,01/08/2024,04/08/2024,,Employment and earnings,James MacCleary,5265,District Councillor,,06/05/2027,TRUE,Lewes District Council,FALSE,FALSE,,"6 High Street, Lewes, BN7 2AD",
8839,,"Work as consultant delivering international aid programmes. - East West Management Institute, Georgia.",01/08/2024,04/08/2024,,Employment and earnings,Blair McDougall,5076,Work as consultant delivering international aid programmes.,17/03/2024,22/03/2024,TRUE,"East West Management Institute, Georgia.",FALSE,FALSE,Organisation for managing and delivering governance and development aid.,"PQ5V+6HF, Kote Marjanishvili St, Tbilisi, Georgia.",
8817,,Special responsibility allowance as an elected councillor - Greater Manchester Combined Authority,02/08/2024,04/08/2024,,Employment and earnings,Lisa Smart,5070,Special responsibility allowance as an elected councillor,,02/05/2024,TRUE,Greater Manchester Combined Authority,FALSE,FALSE,,"56 Oxford Street, Manchester",
8626,,Local Government Association - LGPS Committee Member - Local Government Association,01/08/2024,04/08/2024,,Employment and earnings,Deirdre Costigan,5075,Local Government Association - LGPS Committee Member,,25/07/2024,TRUE,Local Government Association,FALSE,FALSE,LGA Local Government Pension Scheme Committee,"18 Smith Square Westminster, London SW1P 3HZ",
10356,,Health Spokesperson (Councillor) - NHS FIfe,04/08/2024,04/08/2024,,Employment and earnings,Graeme Downie,5275,Health Spokesperson (Councillor),25/09/2023,04/07/2024,TRUE,NHS FIfe,FALSE,FALSE,NHS Board,"Hayfield Road, Kirkcaldy, Fife KY2 5AH",
7434,,Political Adviser to the General Secretary of the TUC - TUC,05/08/2024,04/08/2024,,Employment and earnings,Anneliese Midgley,5038,Political Adviser to the General Secretary of the TUC,,05/07/2024,TRUE,TUC,FALSE,FALSE,Trade Union,"Congress House, Great Russell Street WC1B 3LS",
6002,,Strategy Consultant - Materials Processing Institute,10/07/2024,04/08/2024,,Employment and earnings,Chris McDonald,5116,Strategy Consultant,,04/07/2024,TRUE,Materials Processing Institute,FALSE,FALSE,Research and innovation organisation,"Eston Road, Middlesbrough TS6 6US",
