ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,StartDate,EndDate,IsSoleOwner,Location,PropertyDescription,PropertyOwnerDetails,RentalIncomeDetails,RentalIncomeStartDate,RentalIncomeEndDate,NumberOfProperties,IsLand,IsAnyRentalIncomePaidToAnotherPerson,Country,LandUse,PropertyType
7411,,Property in Edinburgh,29/07/2024,29/07/2024,,Land and property (within or outside the UK),Imogen Walker,5136,,,TRUE,Edinburgh,,,,,,1,FALSE,FALSE,United Kingdom,,Residential
7661,,Property in Edinburgh,29/07/2024,29/07/2024,,Land and property (within or outside the UK),Imogen Walker,5136,,,TRUE,Edinburgh,,,,,,1,FALSE,FALSE,United Kingdom,,Residential
7817,,Property in Tonypandy,29/07/2024,29/07/2024,,Land and property (within or outside the UK),Helen Maguire,5336,,,TRUE,Tonypandy,House,,,,,1,FALSE,FALSE,United Kingdom,,Residential
7223,,Property in Argyll,29/07/2024,29/07/2024,,Land and property (within or outside the UK),Mr Douglas Alexander,632,,,FALSE,Argyll,,Co-owned with sibling,,,,1,FALSE,FALSE,United Kingdom,,Residential
7928,,Property in Cowes,29/07/2024,29/07/2024,,Land and property (within or outside the UK),Mr Richard Quigley,5144,,,FALSE,Cowes,house,Co-owned with spouse,,,,1,FALSE,FALSE,United Kingdom,,Residential
6372,,Property in London,26/07/2024,26/07/2024,,Land and property (within or outside the UK),Anna Dixon,5281,,,FALSE,London,House,Co-owned with husband,50% of rental income paid to my husband,,,1,FALSE,TRUE,United Kingdom,,Residential
7258,,"Property in Onamthuruthu, Kottayam, Kerala",26/07/2024,26/07/2024,,Land and property (within or outside the UK),Sojan Joseph,5247,,,TRUE,"Onamthuruthu, Kottayam, Kerala",House,,,,,1,FALSE,FALSE,India,,Residential
7628,,Property in Edinburgh,26/07/2024,26/07/2024,,Land and property (within or outside the UK),Richard Baker,5253,,,TRUE,Edinburgh,Flat,,,,,4,FALSE,FALSE,United Kingdom,,Residential
6329,,Property in London and Norwich,25/07/2024,25/07/2024,,Land and property (within or outside the UK),Peter Prinsley,5163,,,FALSE,London and Norwich,flat,co-owned with family member,,,,4,FALSE,FALSE,United Kingdom,,Residential
7473,,Property in Bath,25/07/2024,25/07/2024,,Land and property (within or outside the UK),Sadik Al-Hassan,5312,,,TRUE,Bath,House,,99 percent of income is paid to my partner,,,1,FALSE,TRUE,United Kingdom,,Residential
7334,,Property in Spennymoor,25/07/2024,25/07/2024,,Land and property (within or outside the UK),Mr Jonathan Brash,5045,,,FALSE,Spennymoor,Bungalow with pool,Co-owned with a family member,,,,1,FALSE,FALSE,United Kingdom,,Business
7529,,Property in Wolverhampton,25/07/2024,25/07/2024,,Land and property (within or outside the UK),Warinder Juss,5230,,,TRUE,Wolverhampton,Flat and house.,,,,,2,FALSE,FALSE,United Kingdom,,Residential
7403,,Property in Ulverston,25/07/2024,25/07/2024,,Land and property (within or outside the UK),Michelle Scrogham,5049,,,FALSE,Ulverston,Retail premises and residential flat,Co-owned with family members,,,,1,FALSE,FALSE,United Kingdom,,Other
7476,,Property in Liverpool,25/07/2024,25/07/2024,,Land and property (within or outside the UK),Sadik Al-Hassan,5312,,,TRUE,Liverpool,Flat,,,,,1,FALSE,FALSE,United Kingdom,,Residential
7087,,Property in London,24/07/2024,24/07/2024,,Land and property (within or outside the UK),Jas Athwal,5227,,,FALSE,London,,Co-owned with family member,,,,3,FALSE,FALSE,United Kingdom,,Commercial
7084,,Property in London,24/07/2024,24/07/2024,,Land and property (within or outside the UK),Jas Athwal,5227,,,FALSE,London,,Co-owned with family member,,,,15,FALSE,FALSE,United Kingdom,,Residential
6233,,Property in Ayr,24/07/2024,24/07/2024,,Land and property (within or outside the UK),Mr Angus MacDonald,5362,,,FALSE,Ayr,forest,leased from family members,,,,1,FALSE,FALSE,United Kingdom,,Agricultural
6234,,Property in Stirling,24/07/2024,24/07/2024,,Land and property (within or outside the UK),Mr Angus MacDonald,5362,,,TRUE,Stirling,Office building,,,,,1,FALSE,FALSE,United Kingdom,,Commercial
7086,,Property in Bedfordshire,24/07/2024,24/07/2024,,Land and property (within or outside the UK),Jas Athwal,5227,,,FALSE,Bedfordshire,,Co-owned with a family member,,,,1,FALSE,FALSE,United Kingdom,,Residential
6597,,Property in Barton upon Humber,23/07/2024,23/07/2024,,Land and property (within or outside the UK),Sir Nicholas Dakin,4056,,,FALSE,Barton upon Humber,flat,Co owned with family member,,,,1,FALSE,FALSE,United Kingdom,,Residential
6227,,Property in Doncaster,23/07/2024,23/07/2024,,Land and property (within or outside the UK),Lee Pitcher,5233,,,FALSE,Doncaster,House,Co-owned with a family member,,,,1,FALSE,FALSE,United Kingdom,,Residential
6865,,Property in Preston,22/07/2024,22/07/2024,,Land and property (within or outside the UK),Mr Paul Foster,5074,,,TRUE,Preston,,,,,,1,FALSE,FALSE,United Kingdom,,Residential
6897,,Property in Carmarthenshire,22/07/2024,22/07/2024,,Land and property (within or outside the UK),Ann Davies,5177,,,FALSE,Carmarthenshire,house,co-owned by family members,,,,1,FALSE,FALSE,United Kingdom,,Business
6896,,Property in Carmarthenshire,22/07/2024,22/07/2024,,Land and property (within or outside the UK),Ann Davies,5177,,,FALSE,Carmarthenshire,,co-owned with family members,,,,,TRUE,FALSE,United Kingdom,Agricultural,
6577,,Property in London,18/07/2024,19/07/2024,,Land and property (within or outside the UK),Mike Martin,5219,,,TRUE,London,Flat,,,,,1,FALSE,FALSE,United Kingdom,,Residential
6760,,Property in Florida,19/07/2024,19/07/2024,,Land and property (within or outside the UK),Jim Allister,5356,,,FALSE,Florida,House,co-owned with a family member,,,,1,FALSE,FALSE,United States,,Residential
6740,,Property in Oxfordshire,19/07/2024,19/07/2024,,Land and property (within or outside the UK),Perran Moon,5208,,,TRUE,Oxfordshire,,,,,,1,FALSE,FALSE,United Kingdom,,Residential
6758,,Property in Co. Londonderry,19/07/2024,19/07/2024,,Land and property (within or outside the UK),Jim Allister,5356,,,FALSE,Co. Londonderry,House,co-owned with a family member,,,,1,FALSE,FALSE,United Kingdom,,Residential
6690,,Property in Northwich,19/07/2024,19/07/2024,,Land and property (within or outside the UK),Andy MacNae,5134,,,TRUE,Northwich,,,,,,1,FALSE,FALSE,United Kingdom,,Residential
6149,,Property in Suffolk,17/07/2024,17/07/2024,,Land and property (within or outside the UK),Patrick Spencer,5303,,,TRUE,Suffolk,House,,,,,1,FALSE,FALSE,United Kingdom,,Residential
6243,,Property in Birmingham,15/07/2024,17/07/2024,,Land and property (within or outside the UK),Sonia Kumar,5274,,,TRUE,Birmingham,House,,,,,1,FALSE,FALSE,United Kingdom,,Residential
6056,,Property in Birmingham,10/07/2024,17/07/2024,,Land and property (within or outside the UK),Ayoub Khan,5357,,,FALSE,Birmingham,Rented houses,Co-owned with a family member,Part of the rental income is paid to my partner,,,2,FALSE,TRUE,United Kingdom,,Residential
6255,,Property in Northumberland,15/07/2024,17/07/2024,,Land and property (within or outside the UK),David Smith,5218,,,FALSE,Northumberland,,Co-owned with a family member,The rental is paid to my family member,,,1,FALSE,TRUE,United Kingdom,,Business
6515,,Property in Rushden,17/07/2024,17/07/2024,,Land and property (within or outside the UK),Mike Reader,5316,,,FALSE,Rushden,House,Co-owned with my wife,,,,1,FALSE,FALSE,United Kingdom,,Residential
6420,,Property in Glasgow,16/07/2024,17/07/2024,,Land and property (within or outside the UK),Kenneth Stevenson,5200,,,FALSE,Glasgow,flat,Co-owned with my wife.,,,,1,FALSE,FALSE,United Kingdom,,Residential
6422,,Property in Gran Alacant,16/07/2024,17/07/2024,,Land and property (within or outside the UK),Kenneth Stevenson,5200,,,FALSE,Gran Alacant,Flat,Co-owned with my wife,,,,1,FALSE,FALSE,Spain,,Residential
6564,,"Property in Ipswich, Cambridge and Somerset",17/07/2024,17/07/2024,,Land and property (within or outside the UK),Alex Mayer,5141,,,TRUE,"Ipswich, Cambridge and Somerset",,,,,,3,FALSE,FALSE,United Kingdom,,Residential
5983,,Property in London,10/07/2024,12/07/2024,,Land and property (within or outside the UK),Jessica Toale,5202,,,TRUE,London,Flat,,,,,1,FALSE,FALSE,United Kingdom,,Residential
6154,,Property in Oxfordshire,11/07/2024,11/07/2024,,Land and property (within or outside the UK),Lincoln Jopp,5332,,,FALSE,Oxfordshire,House,Co-owned with a family member.,,,,1,FALSE,FALSE,United Kingdom,,Residential
6122,,Property in Telford,11/07/2024,11/07/2024,,Land and property (within or outside the UK),Shaun Davies,5041,,,FALSE,Telford,2 bedroom house,co-owned with my wife,,,,1,FALSE,FALSE,United Kingdom,,Residential
6147,,Property in London,11/07/2024,11/07/2024,,Land and property (within or outside the UK),Patrick Spencer,5303,,,TRUE,London,House,,,,,1,FALSE,FALSE,United Kingdom,,Residential
6099,,Property in Cowes,11/07/2024,11/07/2024,,Land and property (within or outside the UK),Mr Richard Quigley,5144,,,FALSE,Cowes,Shop with flat above,Co-owned with spouse,,,,1,FALSE,FALSE,United Kingdom,,Business
5986,,Property in London,10/07/2024,10/07/2024,,Land and property (within or outside the UK),Jessica Toale,5202,,,FALSE,London,Flat,Co-owned with two family members as part of a limited company.,Rental income paid to a limited company,,,1,FALSE,TRUE,United Kingdom,,Residential
5984,,Property in London,10/07/2024,10/07/2024,,Land and property (within or outside the UK),Jessica Toale,5202,,,TRUE,London,Flat,,,,,1,FALSE,FALSE,United Kingdom,,Residential
6057,,Property in Birmingham,10/07/2024,10/07/2024,,Land and property (within or outside the UK),Ayoub Khan,5357,,,FALSE,Birmingham,Residential and commercial,Co-owned by me and my company,Part of the rental income is paid to the company,,,1,FALSE,TRUE,United Kingdom,,Other
5741,,Property in Co Cork,14/05/2024,16/05/2024,,Land and property (within or outside the UK),Jerome Mayhew,4739,29/04/2024,,TRUE,Co Cork,house,,,,,1,FALSE,FALSE,Ireland,,Residential
5051,,Residential in Southend on Sea,19/12/2023,18/03/2024,11/01/2024,Land and property (within or outside the UK),Ashley Dalton,4981,03/10/2023,,FALSE,Southend on Sea,,Owned jointly with my wife.,,01/12/2023,,1,FALSE,FALSE,United Kingdom,,Residential
3798,,Residential in London,04/03/2024,14/03/2024,,Land and property (within or outside the UK),Tulip Siddiq,4518,01/12/2022,,FALSE,London,Flat,Owned with my husband.,The rent is being paid to my husband.,01/12/2022,,1,FALSE,TRUE,United Kingdom,,Residential
2843,,Residential in Luton,11/01/2020,01/01/2024,,Land and property (within or outside the UK),Rachel Hopkins,4873,,,TRUE,Luton,"house, used also for my partner's business",,,,,1,FALSE,FALSE,United Kingdom,,Residential
2850,,Commercial in London,,01/01/2024,03/09/2018,Land and property (within or outside the UK),Jeremy Hunt,1572,,,FALSE,London,office building,half share,,,,1,FALSE,FALSE,United Kingdom,,Commercial
2941,,Residential in London,23/04/2013,01/01/2024,04/08/2016,Land and property (within or outside the UK),Sir Julian Smith,4118,,,TRUE,London,"properties, the third being acquired in 2016",,,,,3,FALSE,FALSE,United Kingdom,,Residential
2592,,Residential in Walsall,10/01/2020,01/01/2024,,Land and property (within or outside the UK),Saqib Bhatti,4818,,,FALSE,Walsall,House,25% share,,,,1,FALSE,FALSE,United Kingdom,,Residential
2840,,Residential in York,05/06/2015,01/01/2024,09/01/2020,Land and property (within or outside the UK),Kevin Hollinrake,4474,01/06/2018,,FALSE,York,house,a half share (previously a third),,01/06/2018,,1,FALSE,FALSE,United Kingdom,,Residential
2833,,Residential in London,,01/01/2024,,Land and property (within or outside the UK),Dame Meg Hillier,1524,,,TRUE,London,property,,,,,1,FALSE,FALSE,United Kingdom,,Residential
