ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,PaymentReceived,ReceivedDate,JobTitle,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails,Link,Updated_2
14919,"Payment received on 23 March 2026 - £1,000.00",12619,2026-03-31,2026-03-31,,Employment and earnings - Ad hoc payments,146,Barry Gardiner,True,2026-03-23,,Monetary,various seminars,1000.00,40.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14919,
14923,"Payment received on 27 March 2026 - £1,000.00",14906,2026-03-31,2026-03-31,,Employment and earnings - Ad hoc payments,4874,Andrew Griffith,True,2026-03-27,,Monetary,"The Rigby Foundation directly donated £1,000 to The Sussex Snowdrop Trust, a charity in my constituency providing 'Nursing Care at Home’ for local children who have a life-threatening or terminal illness, following a podcast I joined on one occasion.",1000.00,1.00,,False,,False,,,True,Paid direct to the recipient by the payer,Charity,,https://interests-api.parliament.uk/api/v1/Interests/14923,
14916,Payment received on 04 March 2026 - £109.84,11502,2026-03-31,2026-03-31,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2026-03-04,,Monetary,,109.84,5.00,Hours: 5 hours. This is an approximate amount,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14916,
14904,Payment received on 24 March 2026 - £820.00,10773,2026-03-30,2026-03-30,,Employment and earnings - Ad hoc payments,4409,Naz Shah,True,2026-03-24,,Monetary,Audio book recoding,820.00,14.00,,True,Orion Publishing Group LTD,False,"Carmelite House, 50 Victoria Embankment, London EC4Y 0DZ",Publisher,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14904,
14903,"Payment received on 30 March 2026 - £4,000.00",12266,2026-03-30,2026-03-30,,Employment and earnings - Ad hoc payments,4095,Steve Barclay,True,2026-03-30,,Monetary,,4000.00,10.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14903,
14893,"Payment received on 26 March 2026 - £1,486.04",5988,2026-03-27,2026-03-27,,Employment and earnings - Ad hoc payments,5067,Tony Vaughan,True,2026-03-26,,Monetary,All work carried out prior to July 2024,1486.04,0.00,none since my election,True,confidential,False,confidential,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14893,
14796,"Payment received on 13 March 2026 - £12,500.00",12767,2026-03-27,2026-03-27,,Employment and earnings - Ad hoc payments,4441,Sir Oliver Dowden,True,2026-03-13,,Monetary,,12500.00,20.00,two and a half days,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14796,
14797,"Payment received on 13 March 2026 - £10,000.00",11622,2026-03-27,2026-03-27,,Employment and earnings - Ad hoc payments,4441,Sir Oliver Dowden,True,2026-03-13,,Monetary,,10000.00,20.00,Up to two days per month,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14797,
14885,"Payment received on 27 March 2026 - £1,662.73",6053,2026-03-27,2026-03-27,2026-05-06,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2026-03-27,,Monetary,,1662.73,168.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14885,
14880,"Payment received on 28 February 2026 - £27,249.96",4341,2026-03-26,2026-03-26,,Employment and earnings - Ad hoc payments,1466,Dr Andrew Murrison,True,2026-02-28,,Monetary,,27249.96,422.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14880,
14824,"Payment received on 23 March 2026 - £1,550.00",6545,2026-03-23,2026-03-24,,Employment and earnings - Ad hoc payments,5030,Dr Simon Opher,True,2026-03-23,,Monetary,,1550.00,15.50,five GP surgeries,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14824,
14815,Payment expected for services on 18 March 2026 - £150.00,3818,2026-03-23,2026-03-23,,Employment and earnings - Ad hoc payments,4110,Dame Karen Bradley,False,2026-03-18,,Monetary,For a meeting,150.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14815,
14825,Payment received on 19 March 2026 - £600.00,12134,2026-03-23,2026-03-23,,Employment and earnings - Ad hoc payments,4938,Paulette Hamilton,True,2026-03-19,,Monetary,"Jeremy Vine guest reviewer on the breakfast program, discussing current news affairs of the day",600.00,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14825,
14813,"Payment received on 26 February 2026 - £13,890.00",7936,2026-03-22,2026-03-22,,Employment and earnings - Ad hoc payments,5213,Dr Zubir Ahmed,True,2026-02-26,General vascular and transplant surgery,Monetary,Amount will be used to fund costs associated with continuing professional development and medical licensing with the remainder donated to charity.,13890.00,196.00,approximate number of hours worked primarily overnight weekends and Friday work  This is for the purposes of maintaining my professional skills as well as delivering continuity of care to patients and providing teaching and sub-specialist clinical advice to NHS colleagues. Also performed to fulfil criteria to maintain a medical license,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14813,
14806,Payment received on 20 March 2026 - £300.00,11234,2026-03-20,2026-03-20,,Employment and earnings - Ad hoc payments,4480,Carolyn Harris,True,2026-03-20,,Monetary,,300.00,7.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14806,
14514,Payment received on 06 February 2026 - £300.00,11234,2026-03-20,2026-03-20,,Employment and earnings - Ad hoc payments,4480,Carolyn Harris,True,2026-02-06,,Monetary,,300.00,7.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14514,
14787,Payment received on 13 March 2026 - £600.00,4321,2026-03-18,2026-03-19,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2026-03-13,,Monetary,For three shows.,600.00,6.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14787,
14640,Payment received on 13 February 2026 - £200.00,4321,2026-03-18,2026-03-19,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2026-02-13,,Monetary,For one show.,200.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14640,
14786,"Payment received on 03 March 2026 - £2,166.66",4308,2026-03-18,2026-03-19,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2026-03-03,,Monetary,For four full page columns in the Daily Express and four weekly podcasts.,2166.66,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14786,
14766,Payment received on 04 March 2026 - £456.69,9226,2026-03-16,2026-03-17,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2026-03-04,,Monetary,,456.69,4.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14766,
14764,"Payment received on 20 February 2026 - £42,548.76",9240,2026-03-16,2026-03-17,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2026-02-20,,Monetary,,42548.76,30.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14764,
14767,Payment received on 11 March 2026 - £67.70,9226,2026-03-16,2026-03-17,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2026-03-11,,Monetary,,67.70,1.00,This is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14767,
14770,Payment received on 16 March 2026 - £40.00,14425,2026-03-17,2026-03-17,,Employment and earnings - Ad hoc payments,152,Sir Iain Duncan Smith,True,2026-03-16,,Monetary,Guest appearance on GB News Martin Daubney Show 20th February 2026,40.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14770,
14741,Payment received on 04 March 2026 - £500.00,14740,2026-03-12,2026-03-13,,Employment and earnings - Ad hoc payments,4462,Tom Tugendhat,True,2026-03-04,,Monetary,,500.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14741,
14742,Payment received on 12 March 2026 - £600.00,12276,2026-03-12,2026-03-13,,Employment and earnings - Ad hoc payments,4462,Tom Tugendhat,True,2026-03-12,,Monetary,,600.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14742,
14728,Payment received on 04 March 2026 - £109.84,11502,2026-03-11,2026-03-11,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2026-03-04,,Monetary,,109.84,8.00,Hours 8: This is an estimated amount of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14728,
14726,"Payment received on 28 February 2026 - £9,225.00",10773,2026-03-11,2026-03-11,,Employment and earnings - Ad hoc payments,4409,Naz Shah,True,2026-02-28,,Monetary,payment from publishers,9225.00,75.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14726,
14729,Payment received on 18 February 2026 - £219.50,11502,2026-03-11,2026-03-11,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2026-02-18,,Monetary,,219.50,15.00,Hours 15: This is an estimated amount of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14729,
14724,"Payment received on 09 March 2026 - £15,000.00",11294,2026-03-11,2026-03-11,,Employment and earnings - Ad hoc payments,4441,Sir Oliver Dowden,True,2026-03-09,,Monetary,,15000.00,30.00,Up to one day per month for a three month period,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14724,
14734,"Payment received on 13 February 2026 - £19,000.00",14727,2026-03-11,2026-03-11,,Employment and earnings - Ad hoc payments,4356,Angela Rayner,True,2026-02-13,,Monetary,,19000.00,5.45,,True,Management Consultancies Association,False,"36-38 Cornhill, London EC3V 3NG",Management consultancy,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14734,
14671,"Payment received on 04 March 2026 - £5,803.16",11413,2026-03-10,2026-03-10,,Employment and earnings - Ad hoc payments,5158,Rupert Lowe,True,2026-03-04,,Monetary,,5803.16,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14671,
14704,"Payment received on 15 February 2026 - £50,000.00",14202,2026-03-09,2026-03-09,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2026-02-15,,Monetary,,50000.00,33.00,For work undertaken between 5 January 2026 and 15 February 2026,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14704,
14707,"Payment received on 15 February 2026 - £5,000.00",4711,2026-03-09,2026-03-09,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2026-02-15,,Monetary,,5000.00,5.00,For work undertaken between 1 December 2025 and 15 February 2026,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14707,
14710,"Payment received on 15 February 2026 - £33,000.00",14709,2026-03-09,2026-03-09,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2026-02-15,,Monetary,,33000.00,22.00,For work undertaken between 31 December 2025 to 6 February 2026,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14710,
14705,"Payment received on 15 February 2026 - £23,000.00",6922,2026-03-09,2026-03-09,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2026-02-15,,Monetary,,23000.00,23.00,For work undertaken between 1 September 2025 and 30 January 2026,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14705,
14689,"Payment received on 05 March 2026 - £16,000.00",11008,2026-03-06,2026-03-06,,Employment and earnings - Ad hoc payments,1572,Sir Jeremy Hunt,True,2026-03-05,Speaking engagement,Monetary,Speaking engagement for UBS on 4 March 2026,16000.00,1.00,,True,UBS AG London Branch,False,"5 Broadgate Street, London EC2M 2QS",Banking & financial services,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14689,
14512,"Payment received on 05 February 2026 - £1,767.24",14510,2026-03-05,2026-03-06,,Employment and earnings - Ad hoc payments,4462,Tom Tugendhat,True,2026-02-05,,Monetary,Payment for three articles,1767.24,7.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14512,
14675,"Payment received on 13 February 2026 - £1,350.00",12101,2026-03-05,2026-03-05,,Employment and earnings - Ad hoc payments,146,Barry Gardiner,True,2026-02-13,,Monetary,8 programme appearances,1350.00,40.00,"estimated including preparation time, travel and appearances",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14675,
14676,"Payment received on 25 February 2026 - £1,000.00",12619,2026-03-04,2026-03-05,,Employment and earnings - Ad hoc payments,146,Barry Gardiner,True,2026-02-25,,Monetary,,1000.00,20.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14676,
14661,"Payment received on 11 February 2026 - £8,496.24",11826,2026-03-03,2026-03-04,,Employment and earnings - Ad hoc payments,4483,Rishi Sunak,True,2026-02-11,,Monetary,"Part payment of a quarterly stipend to cover expenses, including travel, necessary to attend meetings and conferences",8496.24,30.00,"This payment is purely to cover expenses, so not for hours worked",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14661,
14644,"Payment received on 16 February 2026 - £35,000.00",14643,2026-03-03,2026-03-03,,Employment and earnings - Ad hoc payments,1572,Sir Jeremy Hunt,True,2026-02-16,,Monetary,"One off fee paid by RL Datix  to Patient Safety Watch, of which Sir Jeremy is unpaid Director, Trustee and Chairman. The fee includes Sir Jeremy's attendance at advisory board meetings.",35000.00,8.00,"Jeremy has been appointed to the the advisory board of RL Datix (EBT) Ltd, which includes his attendance at board meetings",False,,False,,,True,Paid direct to the recipient by the payer,Charity,,https://interests-api.parliament.uk/api/v1/Interests/14644,
14658,"Payment received on 27 February 2026 - £4,000.00",12266,2026-03-03,2026-03-03,,Employment and earnings - Ad hoc payments,4095,Steve Barclay,True,2026-02-27,,Monetary,,4000.00,10.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14658,
14651,"Payment received on 27 February 2026 - £1,662.73",6053,2026-03-02,2026-03-02,2026-05-06,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2026-02-27,,Monetary,,1662.73,160.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14651,
14641,Payment received on 19 February 2026 - £560.00,12725,2026-02-26,2026-02-26,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2026-02-19,,Monetary,For fourteen shows.,560.00,2.20,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14641,
14617,Payment expected for services on 25 February 2026 - £150.00,3818,2026-02-25,2026-02-25,,Employment and earnings - Ad hoc payments,4110,Dame Karen Bradley,False,2026-02-25,,Monetary,For a meeting,150.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14617,
14615,"Payment received on 25 February 2026 - £10,000.00",3871,2026-02-25,2026-02-25,,Employment and earnings - Ad hoc payments,1446,Chris Bryant,True,2026-02-25,,Monetary,for the rights to make a television series based on my book,10000.00,0.00,no additional hours,True,Mother Pictures Ltd,False,"Biscuit Building, 10 Redchurch Street, London E2 7DD",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14615,
14604,"Payment received on 17 February 2026 - £4,436.10",5988,2026-02-24,2026-02-24,,Employment and earnings - Ad hoc payments,5067,Tony Vaughan,True,2026-02-17,,Monetary,,4436.10,11.50,work completed  between 04/07/2025 - 12/09/2025,True,Confidential,False,Confidential,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14604,
14605,Payment received on 11 February 2026 - £770.13,5988,2026-02-24,2026-02-24,,Employment and earnings - Ad hoc payments,5067,Tony Vaughan,True,2026-02-11,,Monetary,All work carried out prior to July 2024,770.13,2.00,hours worked is approximate,True,confidential,False,confidential,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14605,
14595,"Payment received on 31 January 2026 - £110,591.51",14593,2026-02-23,2026-02-23,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2026-01-31,,Monetary,,110591.51,50.00,For work undertaken between 1 January and 27 February 2026 (and continuing),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14595,
14599,Payment received on 12 February 2026 - £249.98,11814,2026-02-23,2026-02-23,,Employment and earnings - Ad hoc payments,4504,Wes Streeting,True,2026-02-12,,Monetary,Library copyright fees,249.98,0.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14599,
14588,"Payment expected for services on 07 March 2026 - £27,856.88",14587,2026-02-19,2026-02-19,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,False,2026-03-07,,Monetary,This is amount has been converted from USD to GBP,27856.88,12.00,This is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14588,
14583,Payment received on 13 February 2026 - £432.18,9226,2026-02-18,2026-02-18,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2026-02-13,,Monetary,,432.18,4.00,This is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14583,
14582,Payment received on 04 February 2026 - £893.69,9226,2026-02-18,2026-02-18,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2026-02-04,,Monetary,,893.69,4.00,This is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14582,
14579,"Payment received on 18 February 2026 - £2,209.01",11413,2026-02-18,2026-02-18,,Employment and earnings - Ad hoc payments,5158,Rupert Lowe,True,2026-02-18,,Monetary,,2209.01,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14579,
14573,Payment received on 13 February 2026 - £40.00,14425,2026-02-17,2026-02-17,,Employment and earnings - Ad hoc payments,152,Sir Iain Duncan Smith,True,2026-02-13,,Monetary,for an appearance Good Afternoon Britain on 29 January 2026,40.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14573,
14545,"Payment received on 06 February 2026 - £10,000.00",11622,2026-02-17,2026-02-17,,Employment and earnings - Ad hoc payments,4441,Sir Oliver Dowden,True,2026-02-06,,Monetary,,10000.00,20.00,Up to two days per month,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14545,
14574,Payment received on 17 February 2026 - £500.00,3680,2026-02-17,2026-02-17,,Employment and earnings - Ad hoc payments,152,Sir Iain Duncan Smith,True,2026-02-17,,Monetary,received for articles published on 11 January 2026 and 20 January 2026,500.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14574,
14569,"Payment received on 11 February 2026 - £16,000.00",11008,2026-02-17,2026-02-17,,Employment and earnings - Ad hoc payments,1572,Sir Jeremy Hunt,True,2026-02-11,Speaking engagement,Monetary,Speaking engagement,16000.00,2.00,,True,Macfarlanes LLP,False,"20 Cursitor Street, London, EC4A 1LT",Legal Services,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14569,
14570,"Payment received on 11 February 2026 - £12,000.00",11008,2026-02-17,2026-02-17,,Employment and earnings - Ad hoc payments,1572,Sir Jeremy Hunt,True,2026-02-11,Speaking engagement,Monetary,Speaking engagement,12000.00,3.50,,True,Dentons UK and Middle East LLP,False,"One Fleet Place, London, EC4M 7WS",Legal Services,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14570,
14556,Payment received on 12 February 2026 - £365.92,4482,2026-02-13,2026-02-13,,Employment and earnings - Ad hoc payments,4370,Jess Phillips,True,2026-02-12,,Monetary,,365.92,0.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14556,
14557,"Payment expected for services on 26 January 2026 - £5,880.00",11839,2026-02-13,2026-02-13,,Employment and earnings - Ad hoc payments,350,Sir John Hayes,False,2026-01-26,,Monetary,Lecturer in British Government and Politics at Richmond American University London,5880.00,15.00,over period Jan 26th 2026 to April 20th 2026,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14557,
14547,"Payment received on 03 February 2026 - £2,166.66",4308,2026-02-11,2026-02-12,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2026-02-03,,Monetary,For four full page columns in the Daily Express and four weekly podcasts.,2166.66,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14547,
14101,Payment received on 09 January 2026 - £325.85,11565,2026-02-04,2026-02-05,,Employment and earnings - Ad hoc payments,5161,Richard Tice,True,2026-01-09,,Monetary,,325.85,30.00,"Estimated as it is a social media account, and earnings are based on a variety of factors such as engagements",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14101,
14497,Payment received on 03 February 2026 - £216.21,11565,2026-02-04,2026-02-05,,Employment and earnings - Ad hoc payments,5161,Richard Tice,True,2026-02-03,,Monetary,,216.21,20.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14497,
14500,"Payment received on 03 February 2026 - £2,000.00",4836,2026-02-05,2026-02-05,,Employment and earnings - Ad hoc payments,4074,Mark Garnier,True,2026-02-03,,Monetary,"Additional work as chair of the audit committee of Super Sharp, to meet with auditors for an annual audit.",2000.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14500,
14493,Payment received on 23 January 2026 - £200.00,3671,2026-02-04,2026-02-04,,Employment and earnings - Ad hoc payments,152,Sir Iain Duncan Smith,True,2026-01-23,,Monetary,"Written article for The Times, published 7th January 2026",200.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14493,
14479,"Payment received on 13 January 2026 - £4,100.00",4136,2026-02-03,2026-02-04,,Employment and earnings - Ad hoc payments,1171,Liam Byrne,True,2026-01-13,,Monetary,"Further advance of £4,100 on book contract from Zeus.",4100.00,0.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14479,
14451,"Payment received on 16 January 2026 - £27,400.66",11826,2026-01-30,2026-02-02,,Employment and earnings - Ad hoc payments,4483,Rishi Sunak,True,2026-01-16,,Monetary,"Part of a quarterly stipend to cover expenses, including travel, necessary to attend meetings and conferences.",27400.66,20.00,This payment is purely to cover expenses so not for hours worked,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14451,
14460,Payment received on 29 January 2026 - £347.00,5336,2026-02-02,2026-02-02,,Employment and earnings - Ad hoc payments,4088,Ms Stella Creasy,True,2026-01-29,,Monetary,"Writing an article for the guardian, payment to be allocated to my staffing budget",347.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14460,
14457,"Payment received on 14 January 2026 - £11,050.00",14243,2026-02-02,2026-02-02,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2026-01-14,,Monetary,,11050.00,13.00,For work undertaken between 1 and 31 December 2025,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14457,
14456,"Payment received on 07 January 2026 - £1,131.00",5988,2026-01-31,2026-02-02,,Employment and earnings - Ad hoc payments,5067,Tony Vaughan,True,2026-01-07,,Monetary,all work carried out prior to July 2024,1131.00,3.00,approximate,True,confidential,False,confidential,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14456,
14458,"Payment received on 14 January 2026 - £7,500.00",4711,2026-02-02,2026-02-02,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2026-01-14,,Monetary,,7500.00,7.50,For work undertaken between 1 October and 31 December 2025,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14458,
14466,Payment received on 29 January 2026 - £850.00,14465,2026-02-02,2026-02-02,,Employment and earnings - Ad hoc payments,4651,Dan Carden,True,2026-01-29,,Monetary,Article published in the Mail on Sunday on 4th January 2026,850.00,4.00,,False,,False,,,True,Donated by the Member to the recipient,Charity,,https://interests-api.parliament.uk/api/v1/Interests/14466,
14337,Payment received on 27 November 2025 - £150.00,5336,2026-01-30,2026-01-30,,Employment and earnings - Ad hoc payments,4088,Ms Stella Creasy,True,2025-11-27,,Monetary,"for an article written in November 2025, payment to be allocated to my staffing budget",150.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14337,
14444,"Payment received on 29 January 2026 - £4,000.00",12266,2026-01-30,2026-01-30,,Employment and earnings - Ad hoc payments,4095,Steve Barclay,True,2026-01-29,,Monetary,,4000.00,10.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14444,
14445,Payment received on 06 March 2025 - £296.68,5336,2026-01-30,2026-01-30,,Employment and earnings - Ad hoc payments,4088,Ms Stella Creasy,True,2025-03-06,,Monetary,"Writing an article, payment to be allocated to my staffing budget",296.68,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14445,
14428,Payment received on 16 January 2026 - £650.00,12101,2026-01-27,2026-01-28,,Employment and earnings - Ad hoc payments,146,Barry Gardiner,True,2026-01-16,,Monetary,,650.00,20.00,Estimated as time required for research and travel,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14428,
14429,"Payment received on 22 January 2026 - £1,000.00",12619,2026-01-27,2026-01-28,,Employment and earnings - Ad hoc payments,146,Barry Gardiner,True,2026-01-22,,Monetary,,1000.00,40.00,estimated includes preparation for seminar and speeches,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14429,
14432,"Payment received on 28 January 2026 - £1,662.73",6053,2026-01-28,2026-01-28,2026-05-06,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2026-01-28,,Monetary,,1662.73,176.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14432,
14414,Payment received on 07 January 2026 - £794.78,9226,2026-01-26,2026-01-27,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2026-01-07,,Monetary,,794.78,4.00,This is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14414,
14426,Payment received on 15 January 2026 - £320.00,14425,2026-01-27,2026-01-27,,Employment and earnings - Ad hoc payments,152,Sir Iain Duncan Smith,True,2026-01-15,,Monetary,,320.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14426,
14409,"Payment received on 23 January 2026 - £1,273.85",11698,2026-01-26,2026-01-27,,Employment and earnings - Ad hoc payments,5360,David Pinto-Duschinsky,True,2026-01-23,,Monetary,,1273.85,0.00,"This is a payment in respect to my previous employment. It is an amount owing from my employment as an EY Partner, which ended in May 2024 prior to my election",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14409,
14413,Payment received on 21 January 2026 - £504.14,9226,2026-01-26,2026-01-27,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2026-01-21,,Monetary,,504.14,4.00,This is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14413,
14398,Payment received on 21 January 2026 - £137.92,11502,2026-01-23,2026-01-26,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2026-01-21,,Monetary,,137.92,9.00,This is an estimated amount of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14398,
14390,"Payment received on 12 January 2026 - £10,000.00",11622,2026-01-22,2026-01-23,,Employment and earnings - Ad hoc payments,4441,Sir Oliver Dowden,True,2026-01-12,,Monetary,,10000.00,20.00,Up to two days per month,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14390,
14379,Payment received on 31 December 2025 - £430.56,13468,2026-01-21,2026-01-22,,Employment and earnings - Ad hoc payments,5198,Chris Coghlan,True,2025-12-31,,Monetary,Army Reservist pay,430.56,25.00,Estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14379,
14316,"Payment received on 02 January 2026 - £35,000.00",12767,2026-01-19,2026-01-19,,Employment and earnings - Ad hoc payments,4441,Sir Oliver Dowden,True,2026-01-02,,Monetary,,35000.00,56.00,7 days,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14316,
