ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,StartDate,EndDate,IsSoleOwner,Location,PropertyDescription,PropertyOwnerDetails,RegistrableRentalIncome,RentalIncomeDetails,RentalIncomeStartDate,RentalIncomeEndDate,NumberOfProperties,IsLand,IsAnyRentalIncomePaidToAnotherPerson,Country,LandUse,PropertyType,Link,Updated_2,Updated_3
9224,Property in Tandridge,,2024-08-04,2024-08-04,,Land and property (within or outside the UK),5091,Nigel Farage,,,True,Tandridge,,,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/9224,,
9024,Property in London,,2024-08-01,2024-08-04,,Land and property (within or outside the UK),5204,Sarah Sackman,,,False,London,Flat,co-owned with family members,True,I receive a third of the total. The remainder is divided between two other members of my family.,,,1,False,True,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/9024,,
9049,Property in Nottinghamshire,,2024-08-01,2024-08-04,,Land and property (within or outside the UK),5047,James Naish,,,False,Nottinghamshire,Farm buildings,The property is part of The William Arthur Robinson Will Trust. I am one of two trustees,False,,,,1,False,False,United Kingdom,,Agricultural,https://interests-api.parliament.uk/api/v1/Interests/9049,,
9251,Property in London,,2024-08-02,2024-08-04,,Land and property (within or outside the UK),5079,Joani Reid,,,True,London,Flat,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/9251,,
10229,Property in Plymouth,,2024-08-04,2024-08-04,,Land and property (within or outside the UK),5350,Ben Maguire,,,False,Plymouth,Terraced House,co-owned with family member through limited company Maguire Cervantes Property Limited. This is the only property I own and the only property Maguire Cervantes Property Limited owns.,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/10229,,
9677,Property in Norwich,,2024-08-02,2024-08-04,2025-04-10,Land and property (within or outside the UK),5131,Jack Abbott,,2025-04-04,False,Norwich,House,Co-owned,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/9677,,
9195,Property in Warrington,,2024-08-02,2024-08-04,,Land and property (within or outside the UK),5154,Sarah Hall,,,False,Warrington,House,Co-owned with a family member.,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/9195,,
9692,Property in London,,2024-08-02,2024-08-04,,Land and property (within or outside the UK),5203,Alison Griffiths,,,False,London,Flat,Co-owned with family member.,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/9692,,
9336,Property in Guildford,,2024-08-02,2024-08-04,,Land and property (within or outside the UK),5285,Katie Lam,,,True,Guildford,House,,True,,,2024-07-31,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/9336,,
9393,Property in Tyrone,,2024-08-02,2024-08-04,,Land and property (within or outside the UK),5153,Mr Cathal Mallaghan,,,False,Tyrone,,Co-owned with family member,False,,,,,True,False,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/9393,,
9547,Property in Somerset,,2024-08-04,2024-08-04,,Land and property (within or outside the UK),4089,Tessa Munt,,,True,Somerset,Flat,,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/9547,,
9769,"Property in Newcastle, Leicester, Gainford",,2024-08-03,2024-08-04,,Land and property (within or outside the UK),5068,Shivani Raja,,,True,"Newcastle, Leicester, Gainford",House,,True,,,,3,False,False,United Kingdom,,Commercial,https://interests-api.parliament.uk/api/v1/Interests/9769,,
9948,Property in Sandwell and Birmingham,,2024-08-03,2024-08-04,,Land and property (within or outside the UK),5059,Gurinder Singh Josan,,,False,Sandwell and Birmingham,,All properties are co-owned with family members,True,Rental income is paid to all co-owners of the respective property,,,5,False,True,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/9948,,
10198,Property in London,,2024-08-04,2024-08-04,,Land and property (within or outside the UK),5097,Mr Bayo Alaba,,,False,London,flat,Co-owned with family member,True,,,,7,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/10198,,
6373,Property in Cheltenham,,2024-08-04,2024-08-04,,Land and property (within or outside the UK),5117,Sarah Smith,,,True,Cheltenham,Flat,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/6373,,
9048,Property in Nottinghamshire,,2024-08-01,2024-08-04,,Land and property (within or outside the UK),5047,James Naish,,,False,Nottinghamshire,,The land is part of The William Arthur Robinson Will Trust. I am one of two trustees,False,,,,,True,False,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/9048,,
10170,Property in Burnley,,2024-08-04,2024-08-04,,Land and property (within or outside the UK),5231,Mr Adnan Hussain,,,True,Burnley,House,,False,,,,2,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/10170,,
9929,Property in Penmaenmawr,,2024-08-03,2024-08-04,2024-09-02,Land and property (within or outside the UK),5113,Claire Hughes,,2024-08-09,False,Penmaenmawr,Bungalow,Co-owned with a family member.,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/9929,,
7472,Property in London,,2024-08-04,2024-08-04,,Land and property (within or outside the UK),5097,Mr Bayo Alaba,,,False,London,Flat,Co-owned with a family member,True,,,,7,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7472,,
9341,Property in Guildford,,2024-08-03,2024-08-04,,Land and property (within or outside the UK),5285,Katie Lam,,2024-07-18,False,Guildford,Flat,Co-owned with a family member,True,Half the rental income went to my family member (the co-owner),,2024-07-17,1,False,True,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/9341,,
9395,Property in Tyrone,,2024-08-02,2024-08-04,,Land and property (within or outside the UK),5153,Mr Cathal Mallaghan,,,False,Tyrone,House,Co-owned with family member,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/9395,,
10483,Property in Scotland,,2024-08-31,2024-08-04,,Land and property (within or outside the UK),5158,Rupert Lowe,,,False,Scotland,Tilmouth fishing on the River Tweed,Joint ownership,False,,,,,True,False,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/10483,,
9890,Property in London,,2024-08-03,2024-08-04,,Land and property (within or outside the UK),5133,Alice Macdonald,2024-07-04,2024-07-21,True,London,Flat,,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/9890,,
9953,Property in Sandwell,,2024-08-03,2024-08-04,,Land and property (within or outside the UK),5059,Gurinder Singh Josan,,,False,Sandwell,,All properties are co-owned with family members,True,Rental income is paid to all co-owners of the respective property,,,3,False,True,United Kingdom,,Commercial,https://interests-api.parliament.uk/api/v1/Interests/9953,,
10004,Property in Ile-de-France,,2024-08-03,2024-08-04,,Land and property (within or outside the UK),5201,Victoria Collins,,,True,Ile-de-France,Studio Flat,,False,,,,1,False,False,France,,Residential,https://interests-api.parliament.uk/api/v1/Interests/10004,,
10034,Property in Shotts,,2024-08-04,2024-08-04,,Land and property (within or outside the UK),5200,Kenneth Stevenson,,,False,Shotts,End terraced house,Co-owned with my wife.,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/10034,,
7747,Property in Isle of Arran,,2024-08-03,2024-08-03,,Land and property (within or outside the UK),5093,Alison Taylor,,,False,Isle of Arran,Semi- detached cottage,Co-owned with two family members,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7747,,
7416,Property in York,,2024-08-03,2024-08-03,2025-01-18,Land and property (within or outside the UK),5254,Alison Hume,,2025-01-06,True,York,House,,True,,,2024-12-13,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7416,,
7749,Property in Andulucia,,2024-08-03,2024-08-03,,Land and property (within or outside the UK),5093,Alison Taylor,,,False,Andulucia,Apartment,Co-owned with two other family members.,False,,,,1,False,False,Spain,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7749,,
9410,Property in London,,2024-08-02,2024-08-02,,Land and property (within or outside the UK),5143,Catherine Atkinson,,,False,London,Flat,Co-owned with a family member,True,Rental income is paid to my partner and myself,,,2,False,True,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/9410,,
8020,Property in London,,2024-08-02,2024-08-02,,Land and property (within or outside the UK),5139,Emily Darlington,,,False,London,Flat,Co-owned with spouse,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/8020,,
6519,Property in London,,2024-08-02,2024-08-02,,Land and property (within or outside the UK),5175,Mr Alex Barros-Curtis,,,False,London,,The property is co-owned with my spouse.,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/6519,,
8619,Property in Southampton,,2024-08-02,2024-08-02,,Land and property (within or outside the UK),5271,Satvir Kaur,,,True,Southampton,house,,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/8619,,
6013,Property in London,,2024-08-02,2024-08-02,,Land and property (within or outside the UK),5047,James Naish,,,False,London,Flat,Co-owned with a family member,True,"The rental income is shared with a family member (71.5% to me, 28.5% to the family member in line with our property shares)",,,1,False,True,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/6013,,
7658,Property in Derby,,2024-08-02,2024-08-02,,Land and property (within or outside the UK),5176,Baggy Shanker,,,False,Derby,House,50% share with a family member,False,,,,2,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7658,,
8142,Property in Upstate New York,,2024-08-01,2024-08-01,,Land and property (within or outside the UK),5325,Charlie Maynard,,,False,Upstate New York,House,co-owned with my wife,True,the rental income is paid to me and my wife,,,1,False,True,United States,,Residential,https://interests-api.parliament.uk/api/v1/Interests/8142,,
8865,Property in London,,2024-08-01,2024-08-01,,Land and property (within or outside the UK),5169,Charlie Dewhirst,2004-08-01,,True,London,Flat,,True,,2023-10-01,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/8865,,
8140,Property in London,,2024-08-01,2024-08-01,,Land and property (within or outside the UK),5325,Charlie Maynard,,,False,London,Flat,co-owned with wife,True,rental income is paid to me and my wife,,,1,False,True,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/8140,,
6439,Property in London,,2024-08-01,2024-08-01,,Land and property (within or outside the UK),5088,Sarah Coombes,,,True,London,Flat,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/6439,,
7155,Property in Luton,,2024-07-31,2024-08-01,2025-04-02,Land and property (within or outside the UK),5259,Dr Jeevun Sandher,,2025-03-31,True,Luton,House,,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7155,,
6696,Property in Norfolk,,2024-08-01,2024-08-01,,Land and property (within or outside the UK),5320,Adrian Ramsay,,,False,Norfolk,House,Co-owned with a family member,True,Half the rental income is paid to the co-owner,,,1,False,True,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/6696,,
7329,Property in Atherstone,,2024-07-26,2024-08-01,,Land and property (within or outside the UK),5065,Rachel Taylor,,,True,Atherstone,flat,,True,,,,2,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7329,,
6276,Property in Aberdeen,,2024-08-01,2024-08-01,,Land and property (within or outside the UK),5235,Al Carns,,,False,Aberdeen,Flat,co-owned with my spouse,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/6276,,
8137,Property in Hampshire,,2024-08-01,2024-08-01,,Land and property (within or outside the UK),5325,Charlie Maynard,,,False,Hampshire,House,Co-owned with three family members,True,rental income is paid by one family member to three family members,,,1,False,True,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/8137,,
8567,Property in London,,2024-07-31,2024-07-31,,Land and property (within or outside the UK),5132,Liam Conlon,,,True,London,,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/8567,,
8463,Property in London,,2024-07-31,2024-07-31,,Land and property (within or outside the UK),5158,Rupert Lowe,,,True,London,House,,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/8463,,
8198,Property in London,,2024-07-31,2024-07-31,,Land and property (within or outside the UK),5100,Blake Stephenson,,,False,London,,Co-owned with partner,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/8198,,
8497,Property in Cartegena,,2024-07-31,2024-07-31,,Land and property (within or outside the UK),5259,Dr Jeevun Sandher,,,False,Cartegena,,Co-owned with family member,False,,,,1,False,False,Spain,,Residential,https://interests-api.parliament.uk/api/v1/Interests/8497,,
8582,"Property in Ferring, West Sussex",,2024-07-31,2024-07-31,,Land and property (within or outside the UK),5241,Aphra Brandreth,,,False,"Ferring, West Sussex",House,Co-owned with my husband,True,The rental income is paid to both myself and my husband,,,1,False,True,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/8582,,
8458,Property in London,,2024-07-31,2024-07-31,,Land and property (within or outside the UK),5158,Rupert Lowe,,,True,London,Offices of J Brand,,True,,,,1,False,False,United Kingdom,,Commercial,https://interests-api.parliament.uk/api/v1/Interests/8458,,
8586,Property in London,,2024-07-31,2024-07-31,2024-09-20,Land and property (within or outside the UK),5241,Aphra Brandreth,,,False,London,Ground floor Commercial property,Property is owned by the company of which both my husband and I are the joint company owners and directors.,True,The rental income is paid to the company of which both my husband and I are the joint owners and directors.,,,1,False,True,United Kingdom,,Commercial,https://interests-api.parliament.uk/api/v1/Interests/8586,,
8462,Property in Oxford,,2024-07-31,2024-07-31,,Land and property (within or outside the UK),5158,Rupert Lowe,,,True,Oxford,Offices,,True,,,,1,False,False,United Kingdom,,Commercial,https://interests-api.parliament.uk/api/v1/Interests/8462,,
7006,Property in Glasgow,,2024-07-31,2024-07-31,,Land and property (within or outside the UK),5246,Torcuil Crichton,,,True,Glasgow,Flat,,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7006,,
8554,Property in London,,2024-07-31,2024-07-31,,Land and property (within or outside the UK),5120,Shockat Adam,,,True,London,Flat,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/8554,,
8468,Property in Gloucestershire,,2024-07-31,2024-07-31,,Land and property (within or outside the UK),5158,Rupert Lowe,,,True,Gloucestershire,,,True,,,,,True,False,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/8468,,
7956,Property in London,,2024-07-29,2024-07-31,,Land and property (within or outside the UK),5180,Nesil Caliskan,,,False,London,,Co-owned with my partner,True,Half the rental income is paid to both me and my partner.,2021-06-01,,1,False,True,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7956,,
7480,Property in Swindon,,2024-07-26,2024-07-30,,Land and property (within or outside the UK),4038,Heidi Alexander,,,False,Swindon,House,Co-owned with a family member,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7480,,
6695,Property in Derbyshire,,2024-07-30,2024-07-30,,Land and property (within or outside the UK),5115,Jon Pearce,,,False,Derbyshire,,Joint owned,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/6695,,
7702,Property in Mojacar,,2024-07-30,2024-07-30,,Land and property (within or outside the UK),5151,David Williams,,,False,Mojacar,Flat,Co-owned with friend.,False,,,,1,False,False,Spain,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7702,,
6694,Property in Hertfordshire,,2024-07-30,2024-07-30,,Land and property (within or outside the UK),5115,Jon Pearce,,,False,Hertfordshire,,Joint owner,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/6694,,
8151,Property in London,,2024-07-30,2024-07-30,2024-12-05,Land and property (within or outside the UK),5229,Joe Powell,,,True,London,Flat,,True,,,2024-11-20,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/8151,,
7414,Property in Colchester,,2024-07-30,2024-07-30,,Land and property (within or outside the UK),5042,Pam Cox,,,False,Colchester,House,co-owned with a family member,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7414,,
8221,"Property in Rochester, Kent",,2024-07-30,2024-07-30,,Land and property (within or outside the UK),5220,Tristan Osborne,,,True,"Rochester, Kent",House,,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/8221,,
7223,Property in Argyll,,2024-07-29,2024-07-29,,Land and property (within or outside the UK),632,Mr Douglas Alexander,,,False,Argyll,,Co-owned with sibling,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7223,,
2609,"Property in Islay, Argyll",,2021-11-16,2024-07-29,2024-07-29,Land and property (within or outside the UK),1442,Mr Alistair Carmichael,2021-11-10,,True,"Islay, Argyll","Farmland including farm buildings and one house let as holiday accommodation, managed through Coillabus Farms",,True,income paid to my father,2021-11-10,,,True,True,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/2609,,
7928,Property in Cowes,,2024-07-29,2024-07-29,,Land and property (within or outside the UK),5144,Mr Richard Quigley,,,False,Cowes,house,Co-owned with spouse,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7928,,
7411,Property in Edinburgh,,2024-07-29,2024-07-29,,Land and property (within or outside the UK),5136,Imogen Walker,,,True,Edinburgh,,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7411,,
7798,Property in London,,2024-07-29,2024-07-29,2024-12-03,Land and property (within or outside the UK),5094,Ms Julie Minns,,2024-07-08,True,London,House,,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7798,,
7661,Property in Edinburgh,,2024-07-29,2024-07-29,,Land and property (within or outside the UK),5136,Imogen Walker,,,True,Edinburgh,,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7661,,
7759,Property in London,,2024-07-29,2024-07-29,,Land and property (within or outside the UK),5243,Andrew Pakes,,,False,London,Home in London,Co-owned with partner,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7759,,
7222,Property in East Lothian,,2024-07-29,2024-07-29,,Land and property (within or outside the UK),632,Mr Douglas Alexander,,,False,East Lothian,,Co-owned with my wife,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7222,,
7908,Property in Alicante province,,2024-07-29,2024-07-29,,Land and property (within or outside the UK),5179,Kirsteen Sullivan,,,False,Alicante province,House,co-owned with family member,False,,,,1,False,False,Spain,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7908,,
7817,Property in Tonypandy,,2024-07-29,2024-07-29,,Land and property (within or outside the UK),5336,Helen Maguire,,,True,Tonypandy,House,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7817,,
7851,Property in Merthyr Tydfil,,2024-07-29,2024-07-29,,Land and property (within or outside the UK),5336,Helen Maguire,,,True,Merthyr Tydfil,House,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7851,,
6372,Property in London,,2024-07-26,2024-07-26,,Land and property (within or outside the UK),5281,Anna Dixon,,,False,London,House,Co-owned with husband,True,50% of rental income paid to my husband,,,1,False,True,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/6372,,
7258,"Property in Onamthuruthu, Kottayam, Kerala",,2024-07-26,2024-07-26,,Land and property (within or outside the UK),5247,Sojan Joseph,,,True,"Onamthuruthu, Kottayam, Kerala",House,,False,,,,1,False,False,India,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7258,,
7628,Property in Edinburgh,,2024-07-26,2024-07-26,,Land and property (within or outside the UK),5253,Richard Baker,,,True,Edinburgh,Flat,,True,,,,4,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7628,,
7334,Property in Spennymoor,,2024-07-25,2024-07-25,,Land and property (within or outside the UK),5045,Mr Jonathan Brash,,,False,Spennymoor,Bungalow with pool,Co-owned with a family member,False,,,,1,False,False,United Kingdom,,Business,https://interests-api.parliament.uk/api/v1/Interests/7334,,
6329,Property in London and Norwich,,2024-07-25,2024-07-25,,Land and property (within or outside the UK),5163,Peter Prinsley,,,False,London and Norwich,flat,co-owned with family member,True,,,,4,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/6329,,
7473,Property in Bath,,2024-07-25,2024-07-25,,Land and property (within or outside the UK),5312,Sadik Al-Hassan,,,True,Bath,House,,True,99 percent of income is paid to my partner,,,1,False,True,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7473,,
7529,Property in Wolverhampton,,2024-07-25,2024-07-25,,Land and property (within or outside the UK),5230,Warinder Juss,,,True,Wolverhampton,Flat and house.,,True,,,,2,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7529,,
7403,Property in Ulverston,,2024-07-25,2024-07-25,,Land and property (within or outside the UK),5049,Michelle Scrogham,,,False,Ulverston,Retail premises and residential flat,Co-owned with family members,False,,,,1,False,False,United Kingdom,,Other,https://interests-api.parliament.uk/api/v1/Interests/7403,,
7476,Property in Liverpool,,2024-07-25,2024-07-25,,Land and property (within or outside the UK),5312,Sadik Al-Hassan,,,True,Liverpool,Flat,,True,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7476,,
6234,Property in Stirling,,2024-07-24,2024-07-24,,Land and property (within or outside the UK),5362,Mr Angus MacDonald,,,True,Stirling,Office building,,True,,,,1,False,False,United Kingdom,,Commercial,https://interests-api.parliament.uk/api/v1/Interests/6234,,
6233,Property in Ayr,,2024-07-24,2024-07-24,,Land and property (within or outside the UK),5362,Mr Angus MacDonald,,,False,Ayr,forest,leased from family members,False,,,,1,False,False,United Kingdom,,Agricultural,https://interests-api.parliament.uk/api/v1/Interests/6233,,
7086,Property in Bedfordshire,,2024-07-24,2024-07-24,,Land and property (within or outside the UK),5227,Jas Athwal,,,False,Bedfordshire,,Co-owned with a family member,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7086,,
7087,Property in London,,2024-07-24,2024-07-24,,Land and property (within or outside the UK),5227,Jas Athwal,,,False,London,,Co-owned with family member,True,,,,3,False,False,United Kingdom,,Commercial,https://interests-api.parliament.uk/api/v1/Interests/7087,,
7084,Property in London,,2024-07-24,2024-07-24,,Land and property (within or outside the UK),5227,Jas Athwal,,,False,London,,Co-owned with family member,True,,,,15,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/7084,,
6597,Property in Barton upon Humber,,2024-07-23,2024-07-23,,Land and property (within or outside the UK),4056,Sir Nicholas Dakin,,,False,Barton upon Humber,flat,Co owned with family member,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/6597,,
6227,Property in Doncaster,,2024-07-23,2024-07-23,,Land and property (within or outside the UK),5233,Lee Pitcher,,,False,Doncaster,House,Co-owned with a family member,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/6227,,
6896,Property in Carmarthenshire,,2024-07-22,2024-07-22,,Land and property (within or outside the UK),5177,Ann Davies,,,False,Carmarthenshire,,co-owned with family members,False,,,,,True,False,United Kingdom,Agricultural,,https://interests-api.parliament.uk/api/v1/Interests/6896,,
6865,Property in Preston,,2024-07-22,2024-07-22,,Land and property (within or outside the UK),5074,Mr Paul Foster,,,True,Preston,,,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/6865,,
6897,Property in Carmarthenshire,,2024-07-22,2024-07-22,,Land and property (within or outside the UK),5177,Ann Davies,,,False,Carmarthenshire,house,co-owned by family members,True,,,,1,False,False,United Kingdom,,Business,https://interests-api.parliament.uk/api/v1/Interests/6897,,
6758,Property in Co. Londonderry,,2024-07-19,2024-07-19,,Land and property (within or outside the UK),5356,Jim Allister,,,False,Co. Londonderry,House,co-owned with a family member,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/6758,,
6690,Property in Northwich,,2024-07-19,2024-07-19,,Land and property (within or outside the UK),5134,Andy MacNae,,,True,Northwich,,,False,,,,1,False,False,United Kingdom,,Residential,https://interests-api.parliament.uk/api/v1/Interests/6690,,
