ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,JobTitle,StartDate,EndDate,IsUntilFurtherNotice,PayerName,PayerIsPrivateIndividual,IsPaidAsDirectorOfPayer,PayerNatureOfBusiness,PayerPublicAddress,HasSoughtAcobaAdvice,Link,Updated_2,Updated_3,Updated_4,Updated_5,Updated_6,Updated_7
13626,Speaking engagement - Intelligence Squared Ltd,,2025-10-23,2025-10-23,,Employment and earnings,1572,Sir Jeremy Hunt,Speaking engagement,,2025-10-20,True,Intelligence Squared Ltd,False,False,"Events production, debates, discussions and podcasts","48 Sellons Ave, London NW10 4HH",False,https://interests-api.parliament.uk/api/v1/Interests/13626,,,,,,
13462,Speaking engagement - Any Questions,,2025-10-13,2025-10-13,,Employment and earnings,1560,Sir Jeremy Wright,Speaking engagement,2025-03-07,,False,Any Questions,False,False,BBC Radio 4,"BBC Broadcasting House, London W1A 1AA",,https://interests-api.parliament.uk/api/v1/Interests/13462,,,,,,
13453,Speaking engagement - BTC Inc,,2025-10-03,2025-10-06,,Employment and earnings,5091,Nigel Farage,Speaking engagement,,,False,BTC Inc,False,False,,6339 Charlotte Pike Unit #B321 Nashville TN 37209 US,,https://interests-api.parliament.uk/api/v1/Interests/13453,,,,,,
13449,Speaking engagement - Imperial Independent Media,,2025-10-03,2025-10-06,,Employment and earnings,5091,Nigel Farage,Speaking engagement,,,False,Imperial Independent Media,False,False,Global consulting firm,"200 W 34th Ave Pmb 162, Anchorage, Alaska, United States",,https://interests-api.parliament.uk/api/v1/Interests/13449,,,,,,
13302,Lecturer (Part-Time) - University of Bath,,2025-10-01,2025-10-01,,Employment and earnings,5239,Sarah Gibson,Lecturer (Part-Time),,,False,University of Bath,False,False,,"The University of Bath, Claverton Down, Bath BA2 7AY",,https://interests-api.parliament.uk/api/v1/Interests/13302,,,,,,
13406,Guest radio hosting - Global Media Group Services Limited,,2025-09-30,2025-09-30,,Employment and earnings,188,Ed Davey,Guest radio hosting,,2025-08-29,True,Global Media Group Services Limited,False,False,Media services,"Global, 30 Leicester Square London WC2H 7LA",,https://interests-api.parliament.uk/api/v1/Interests/13406,,,,,,
13386,Emergency vascular  surgeon - NHS Fife,,2025-09-30,2025-09-30,,Employment and earnings,5213,Dr Zubir Ahmed,Emergency vascular  surgeon,,,False,NHS Fife,False,False,NHS organisation,"Hayfield Road, Kirkcaldy KY2 5AH",,https://interests-api.parliament.uk/api/v1/Interests/13386,,,,,,
13392,Speaking engagement - Primary Access & Research Limited,,2025-09-30,2025-09-30,,Employment and earnings,4613,Alex Burghart,Speaking engagement,,,False,Primary Access & Research Limited,False,False,Political analysis,"22 Friars Street, Sudbury, Suffolk CO10 2AA",,https://interests-api.parliament.uk/api/v1/Interests/13392,,,,,,
13368,Speech on the future of the water industry to the Board of Directors - Castle Water Ltd,,2025-09-24,2025-09-24,,Employment and earnings,146,Barry Gardiner,Speech on the future of the water industry to the Board of Directors,2025-09-08,2025-09-09,True,Castle Water Ltd,False,False,Water collection and supplier,"1 Boat Brae, Rattray, Blairgowrie, PH10 7BH",,https://interests-api.parliament.uk/api/v1/Interests/13368,,,,,,
13338,Advisor - Green Rock Robotics INC.,,2025-09-19,2025-09-19,,Employment and earnings,4651,Dan Carden,Advisor,2025-08-27,2027-08-26,True,Green Rock Robotics INC.,False,False,Robotics and aviation,3150 N Sheffield Ave #201 Chicago IL 60657 USA,,https://interests-api.parliament.uk/api/v1/Interests/13338,,,,,,
13249,Partner (Unsalaried) - Spex Capital Limited,,2025-09-07,2025-09-07,,Employment and earnings,4484,Alan Mak,Partner (Unsalaried),2025-09-08,,False,Spex Capital Limited,False,False,Investment advisor,"Albany House, Claremont Lane, Esher, KT10 9FQ",True,https://interests-api.parliament.uk/api/v1/Interests/13249,,,,,,
13215,Legal services rendered as a barrister - Confidential in accordance with footnote 9 of paragraph 8(b) of the Code of Conduct and Guide to the Rules,,2025-09-03,2025-09-03,,Employment and earnings,5197,Dr Neil Shastri-Hurst,Legal services rendered as a barrister,,,False,Confidential in accordance with footnote 9 of paragraph 8(b) of the Code of Conduct and Guide to the Rules,False,False,Solicitor,Address not published in accordance with footnote 9 ofparagraph 8(b) of the Code of Conduct and Guide to the Rules,,https://interests-api.parliament.uk/api/v1/Interests/13215,,,,,,
12446,Writing reviews - The Spectator,,2025-09-01,2025-09-01,,Employment and earnings,4613,Alex Burghart,Writing reviews,,,False,The Spectator,False,False,,"22 Old Queen Street, London SW1H 9HP",,https://interests-api.parliament.uk/api/v1/Interests/12446,,,,,,
13174,Speaking engagement - These Executive Minds (TEXEM) Ltd,,2025-08-26,2025-08-26,,Employment and earnings,1482,Graham Stuart,Speaking engagement,,,False,These Executive Minds (TEXEM) Ltd,False,False,Management Consultancy,"Redlands Business Centre, 3 - 5 Tapton House Road, Sheffield S10 5BY",,https://interests-api.parliament.uk/api/v1/Interests/13174,,,,,,
13135,Speaking engagement at the FrontierTechX 2025 Conference - Abiflo Ltd,,2025-08-16,2025-08-18,,Employment and earnings,4798,Gareth Bacon,Speaking engagement at the FrontierTechX 2025 Conference,2025-07-22,2025-07-23,True,Abiflo Ltd,False,False,Consultancy,"142 Centenary Plaza, 18 Holliday Street, Birmingham B1 1TH",False,https://interests-api.parliament.uk/api/v1/Interests/13135,,,,,,
13132,Legal services - Prime Ministers Office Republic of Mauritius,,2025-08-15,2025-08-18,,Employment and earnings,1508,Sir Geoffrey Cox,Legal services,,,False,Prime Ministers Office Republic of Mauritius,False,False,,"Defence and Home Affairs Division, 7th Level, New Government Centre, Port Louis, Mauritius",,https://interests-api.parliament.uk/api/v1/Interests/13132,,,,,,
13096,Chairman and Director - County Asset Finance Limited,,2025-08-12,2025-08-12,,Employment and earnings,4495,Kit Malthouse,Chairman and Director,2025-07-01,,False,County Asset Finance Limited,False,True,Finance company,"Midland Court, Central Park, Lutterworth LE17 4PN",True,https://interests-api.parliament.uk/api/v1/Interests/13096,,,,,,
13071,Director - Rachel Taylor Consultancy Limited,,2025-08-06,2025-08-06,,Employment and earnings,5065,Rachel Taylor,Director,,2025-07-31,True,Rachel Taylor Consultancy Limited,False,True,Provision of Legal Services,"The Old College, Ratcliffe Road, Atherstone, CV9 1LF",,https://interests-api.parliament.uk/api/v1/Interests/13071,,,,,,
13003,Independent Non-Executive Board Member - British Horseracing Authority's Horse Welfare Board,,2025-07-25,2025-07-28,,Employment and earnings,4853,Dr Neil Hudson,Independent Non-Executive Board Member,2025-07-15,2028-06-30,True,British Horseracing Authority's Horse Welfare Board,False,False,,"Holborn Gate, 26 Southampton Buildings, London WC2A 1AN",,https://interests-api.parliament.uk/api/v1/Interests/13003,,,,,,
12854,Senior Advisor - Goldman Sachs International,,2025-07-25,2025-07-25,,Employment and earnings,4483,Rishi Sunak,Senior Advisor,2025-07-08,,False,Goldman Sachs International,False,False,Investment Bank,"Plumtree Court, 25 Shoe Lane, London EC4A 4AU",True,https://interests-api.parliament.uk/api/v1/Interests/12854,,,,,,
12983,Speaking engagement - Buxton Arts Festival Ltd,,2025-07-24,2025-07-24,,Employment and earnings,1572,Sir Jeremy Hunt,Speaking engagement,2025-07-18,2025-07-19,True,Buxton Arts Festival Ltd,False,False,Reg. charity who promote the arts via an annual summer festival,"3 The Square, Buxton, Derbyshire, SK17 6AZ",False,https://interests-api.parliament.uk/api/v1/Interests/12983,,,,,,
12689,Senior Advisor to the Chief Executive Officer - Africa50,,2025-07-10,2025-07-10,,Employment and earnings,1211,Sir Andrew Mitchell,Senior Advisor to the Chief Executive Officer,2025-06-27,2026-06-26,True,Africa50,False,False,"Africa50 helps bridge Africa’s infrastructure funding gap by facilitating project development, mobilizing public and private sector finance, and investing in infrastructure on the continent","Tour Ivoire 3 - 8ème étage, Marina de Casablanca, Boulevard des Almohades, Casablanca 20000 Morocco",True,https://interests-api.parliament.uk/api/v1/Interests/12689,,,,,,
12767,Strategy Adviser - Francisco Partners Management LP,,2025-07-09,2025-07-09,,Employment and earnings,4441,Sir Oliver Dowden,Strategy Adviser,2025-06-16,,False,Francisco Partners Management LP,False,False,Global technology investment firm,"1 Letterman Drive, Building C, Suite 410, San Francisco, California 94129",True,https://interests-api.parliament.uk/api/v1/Interests/12767,,,,,,
12736,Writing - The Spectator,,2025-06-27,2025-06-30,,Employment and earnings,4462,Tom Tugendhat,Writing,2025-06-05,,False,The Spectator,False,False,Newspaper,"22 Old Queen St, London SW1H 9HP",,https://interests-api.parliament.uk/api/v1/Interests/12736,,,,,,
12733,Member of the advisory board - Sulnox Group Plc,,2025-06-27,2025-06-30,,Employment and earnings,4462,Tom Tugendhat,Member of the advisory board,2025-07-01,,False,Sulnox Group Plc,False,False,Environmental science and technology company,"10-12 Orange Street, London, England, WC2H 7DQ",True,https://interests-api.parliament.uk/api/v1/Interests/12733,,,,,,
12725,Guest on TV show - News UK,,2025-06-26,2025-06-26,,Employment and earnings,4084,Esther McVey,Guest on TV show,,,False,News UK,False,False,,"1 London Bridge Street, London, SE1 9GF",True,https://interests-api.parliament.uk/api/v1/Interests/12725,,,,,,
12721,Speaking engagement - A Bit of TLC Ltd,,2025-06-26,2025-06-26,,Employment and earnings,1572,Sir Jeremy Hunt,Speaking engagement,2025-06-23,2025-06-24,True,A Bit of TLC Ltd,True,False,Curating & hosting events and activities,,False,https://interests-api.parliament.uk/api/v1/Interests/12721,,,,,,
12649,Speaking engagements - JLA Speakers Ltd,,2025-06-18,2025-06-18,,Employment and earnings,4366,Sir James Cleverly,Speaking engagements,,,False,JLA Speakers Ltd,False,False,Speaking agency,"14 Berners Street, London W1T 3LJ",True,https://interests-api.parliament.uk/api/v1/Interests/12649,,,,,,
12619,Speaking Events on web seminars - Asian Democracy Limited,,2025-06-12,2025-06-13,,Employment and earnings,146,Barry Gardiner,Speaking Events on web seminars,2025-06-03,,False,Asian Democracy Limited,False,False,Service activities,"34 South Molton Street, London W1K 5RG",,https://interests-api.parliament.uk/api/v1/Interests/12619,,,,,,
12609,Podcast - Republic,,2025-06-11,2025-06-11,,Employment and earnings,4764,Bell Ribeiro-Addy,Podcast,2025-05-13,2025-05-14,True,Republic,False,False,,"20-22 Wenlock Road, London N1 7F",,https://interests-api.parliament.uk/api/v1/Interests/12609,,,,,,
12469,Compliance Officer - Tradeweb Europe Limited,,2025-05-20,2025-05-27,,Employment and earnings,5100,Blake Stephenson,Compliance Officer,,2023-02-28,True,Tradeweb Europe Limited,False,False,"A UK investment firm with permissions to operate a Multilateral Trading Facility (""MTF""), an Organised Trading Facility (“OTF”) and an Approved Publication Arrangement (“APA”).","1 Fore Street Avenue, Moorgate, London EC2Y 9DT",,https://interests-api.parliament.uk/api/v1/Interests/12469,,,,,,
12483,Adviser - Bloomsbury Home Care Limited,,2025-05-21,2025-05-21,,Employment and earnings,3912,Richard Fuller,Adviser,2025-05-01,,False,Bloomsbury Home Care Limited,False,False,Home Care,"5 Station Road, Thorpe-Le-Soken, Clacton on Sea CO16 0HY",,https://interests-api.parliament.uk/api/v1/Interests/12483,,,,,,
12180,Writing Article - Mail on Sunday,,2025-05-12,2025-05-12,,Employment and earnings,5030,Dr Simon Opher,Writing Article,,,False,Mail on Sunday,False,False,newspaper,"Northcliffe House, 2, Derry St, London W85TT",,https://interests-api.parliament.uk/api/v1/Interests/12180,,,,,,
12321,Member of the Advisory Board of Steps Together Group - Steps Together Group Ltd,,2025-04-30,2025-05-01,,Employment and earnings,4651,Dan Carden,Member of the Advisory Board of Steps Together Group,2025-04-01,,False,Steps Together Group Ltd,False,False,Addiction rehabilitation and treatment services,"Rear Ground Floor, Hygeia Building, 66-68 College Road, Harrow, Middlesex HA1 1BE",,https://interests-api.parliament.uk/api/v1/Interests/12321,,,,,,
12316,Speaking - Washington Speakers Bureau,,2025-04-29,2025-04-29,,Employment and earnings,4483,Rishi Sunak,Speaking,,,False,Washington Speakers Bureau,False,False,,"1275 New Jersey Ave SE, Suite 403 Washington, DC 20003",True,https://interests-api.parliament.uk/api/v1/Interests/12316,,,,,,
12296,Writing articles - Byline Media Holdings Ltd,,2025-04-28,2025-04-28,,Employment and earnings,4500,Clive Lewis,Writing articles,2025-04-24,,False,Byline Media Holdings Ltd,False,False,,"Churchill House, 137 - 139 Brent Street, London, England, NW4 4DJ",,https://interests-api.parliament.uk/api/v1/Interests/12296,,,,,,
12104,Writing articles - Byline Times,,2025-04-28,2025-04-28,,Employment and earnings,4500,Clive Lewis,Writing articles,,,False,Byline Times,False,False,,"Churchill House, 137 - 139 Brent Street, London, England NW4 4DJ",,https://interests-api.parliament.uk/api/v1/Interests/12104,,,,,,
12276,Writing an article - Daily Mail,,2025-04-24,2025-04-24,,Employment and earnings,4462,Tom Tugendhat,Writing an article,2025-02-18,,False,Daily Mail,False,False,Newspaper,"Northcliffe House, 2 Derry Street, Kensington, London W8 5TT",,https://interests-api.parliament.uk/api/v1/Interests/12276,,,,,,
12266,"Consultant - BPP Holdings Limited (BPP),",,2025-04-23,2025-04-23,,Employment and earnings,4095,Steve Barclay,Consultant,,,False,"BPP Holdings Limited (BPP),",False,False,education,"BPP House, Aldine Place, 142-144 Uxbridge Road, London W12 8AA",True,https://interests-api.parliament.uk/api/v1/Interests/12266,,,,,,
12237,Writing articles - Telegraph Media Group Holdings Limited,,2025-04-16,2025-04-16,,Employment and earnings,4320,Robert Jenrick,Writing articles,,,False,Telegraph Media Group Holdings Limited,False,False,Newspaper,"111, Buckingham Palace Road, London SW1W 0DT",,https://interests-api.parliament.uk/api/v1/Interests/12237,,,,,,
12172,Speaking - YPO United Mosaic Inc,,2025-04-03,2025-04-03,,Employment and earnings,4462,Tom Tugendhat,Speaking,,2025-03-29,True,YPO United Mosaic Inc,False,False,"Non-profit organisation, education","191 North Wacker Drive,  Chicago IL, 60606",True,https://interests-api.parliament.uk/api/v1/Interests/12172,,,,,,
12175,Public speaking - Spoken Ltd,,2025-04-03,2025-04-03,,Employment and earnings,4462,Tom Tugendhat,Public speaking,2025-03-28,,False,Spoken Ltd,False,False,Speaking bureau,"Somerset House, Strand, London WC2R 1LA",True,https://interests-api.parliament.uk/api/v1/Interests/12175,,,,,,
12134,"Jeremy Vine guest reviewer on the breakfast program, discussing current news affairs of the day. - ITN Productions",,2025-04-01,2025-04-02,,Employment and earnings,4938,Paulette Hamilton,"Jeremy Vine guest reviewer on the breakfast program, discussing current news affairs of the day.",2025-01-16,,False,ITN Productions,False,False,Channel 5 Studio,"200 Gray's Inn road, London WC1X 8XZ",,https://interests-api.parliament.uk/api/v1/Interests/12134,,,,,,
12160,Commentator - News PTY,,2025-04-01,2025-04-02,,Employment and earnings,5091,Nigel Farage,Commentator,,,False,News PTY,False,False,,"2 Holt Street, Surry Hills, New South Wales",,https://interests-api.parliament.uk/api/v1/Interests/12160,,,,,,
12062,Speaking engagements - Eden & Partners,,2025-04-02,2025-04-02,,Employment and earnings,1489,Dawn Butler,Speaking engagements,,,False,Eden & Partners,False,False,deliver training programmes,"1 West Street, Lewes BN7 2NZ",,https://interests-api.parliament.uk/api/v1/Interests/12062,,,,,,
12136,Paperback publication - Robert Caskie,,2025-04-01,2025-04-01,,Employment and earnings,5069,Torsten Bell,Paperback publication,,,False,Robert Caskie,True,False,Agent,,,https://interests-api.parliament.uk/api/v1/Interests/12136,,,,,,
12122,Establishing an advisory board; attending meetings - Steps Together Rehab (St Helen's) Ltd,,2025-03-31,2025-03-31,,Employment and earnings,4651,Dan Carden,Establishing an advisory board; attending meetings,,,False,Steps Together Rehab (St Helen's) Ltd,False,False,,"Hygeia Building, Rear Ground Floor, 66-68 College Road, Harrow, Middlesex HA1 1BE",,https://interests-api.parliament.uk/api/v1/Interests/12122,,,,,,
12101,Media appearances - GB News,,2025-03-27,2025-03-27,,Employment and earnings,146,Barry Gardiner,Media appearances,2025-03-14,,False,GB News,False,False,Television news channel,"Riverbank House 2 Swan Lane, London EC4R 3TT",,https://interests-api.parliament.uk/api/v1/Interests/12101,,,,,,
12090,Speaking to university students - The Oxford Study Abroad Programme (OSAP),,2025-03-26,2025-03-26,,Employment and earnings,4657,Anneliese Dodds,Speaking to university students,,2025-07-10,True,The Oxford Study Abroad Programme (OSAP),False,False,,"Third Floor, Chester House, 21-27 George Street Oxford OX1 2AY",,https://interests-api.parliament.uk/api/v1/Interests/12090,,,,,,
11980,Guest appearance on Have I Got News For You - Hat Trick Productions,,2025-03-20,2025-03-26,,Employment and earnings,188,Ed Davey,Guest appearance on Have I Got News For You,2024-12-12,,False,Hat Trick Productions,False,False,Production Company,"33 Oval Rd, London NW1 7EA",,https://interests-api.parliament.uk/api/v1/Interests/11980,,,,,,
12068,Speaking Engagement - Together Financial Services Ltd,,2025-03-23,2025-03-23,,Employment and earnings,4474,Kevin Hollinrake,Speaking Engagement,,,False,Together Financial Services Ltd,False,False,Financial Services,"Lake View, Lake Side, Cheadle SK8 3GW",True,https://interests-api.parliament.uk/api/v1/Interests/12068,,,,,,
12031,Media Appearance - GB News,,2025-03-18,2025-03-18,,Employment and earnings,5158,Rupert Lowe,Media Appearance,,,False,GB News,False,False,,"The Point, 37 North Wharf Road, London W2 1AF",,https://interests-api.parliament.uk/api/v1/Interests/12031,,,,,,
11924,Legal - Dentons Mauritius LLP,,2025-03-04,2025-03-04,,Employment and earnings,1508,Sir Geoffrey Cox,Legal,,,False,Dentons Mauritius LLP,False,False,Law firm,"Mezzanine, Ground and 3rd Floor, Les Jamalacs, Vieux Conseil Street, Port Louis, Mauritius",,https://interests-api.parliament.uk/api/v1/Interests/11924,,,,,,
11931,Panel Eveny - Omnicom Media Group,,2025-03-04,2025-03-04,,Employment and earnings,4764,Bell Ribeiro-Addy,Panel Eveny,2024-10-17,,False,Omnicom Media Group,False,False,,"Bankside 2-3, 90-100 Southwark Street, London SE1 0SW",False,https://interests-api.parliament.uk/api/v1/Interests/11931,,,,,,
11914,Fostering - Derby City Council Social Services,,2025-03-03,2025-03-03,,Employment and earnings,5342,John Whitby,Fostering,,,False,Derby City Council Social Services,False,False,Local Authority,"Derby City Council, Council House, Corporation Street Derby DE1 2FS",,https://interests-api.parliament.uk/api/v1/Interests/11914,,,,,,
11839,Lecturer in British Government and Politics at Richmond American University London - Richmond American University London,,2025-02-28,2025-03-03,2025-07-14,Employment and earnings,350,Sir John Hayes,Lecturer in British Government and Politics at Richmond American University London,2025-01-20,2025-06-25,True,Richmond American University London,False,False,,"Building 12, Chiswick Park, 566 Chiswick High Road, London W4 5AN",,https://interests-api.parliament.uk/api/v1/Interests/11839,,,,,,
11863,Owner - Ravenswell Farm,,2025-02-25,2025-02-25,,Employment and earnings,5158,Rupert Lowe,Owner,,,False,Ravenswell Farm,True,False,Agricultural Land,,,https://interests-api.parliament.uk/api/v1/Interests/11863,,,,,,
11847,Speaking engagements (Speech and workshop) - The Improvement and Development Agency (IDeA) for Local Government,,2025-02-21,2025-02-21,,Employment and earnings,4764,Bell Ribeiro-Addy,Speaking engagements (Speech and workshop),2024-10-20,,False,The Improvement and Development Agency (IDeA) for Local Government,False,False,,"18 Smith Square, London SW1P 3HZ",False,https://interests-api.parliament.uk/api/v1/Interests/11847,,,,,,
11842,Advisor to the Board of Trustees - The Guy Foundation Family Trust,,2025-02-20,2025-02-20,,Employment and earnings,4020,George Freeman,Advisor to the Board of Trustees,2025-02-14,,False,The Guy Foundation Family Trust,False,False,"A UK-based charitable foundation established in 2018 to facilitate thinking and research on the role of quantum mechanics and thermodynamics in living systems, with the ultimate goal of using this understanding to advance healthcare. The Foundation has not previously received government funding.","The Estate Office, Chedington Court, Chedington, Beaminster DT8 3HY",True,https://interests-api.parliament.uk/api/v1/Interests/11842,,,,,,
11826,"William C. Edwards Distinguished Visiting Fellow at the Hoover Institution, Stanford University - Hoover Institution",,2025-02-18,2025-02-18,,Employment and earnings,4483,Rishi Sunak,"William C. Edwards Distinguished Visiting Fellow at the Hoover Institution, Stanford University",2025-01-21,,False,Hoover Institution,False,False,,"434 Galvez Mall Stanford University Stanford, CA 94305-6003",True,https://interests-api.parliament.uk/api/v1/Interests/11826,,,,,,
11814,Library copyright fees - Public Lending Right,,2025-02-17,2025-02-17,,Employment and earnings,4504,Wes Streeting,Library copyright fees,,,False,Public Lending Right,False,False,,"British Library, Boston Spa, Wetherby LS23 7BQ",,https://interests-api.parliament.uk/api/v1/Interests/11814,,,,,,
11770,Writing a book - HarperCollins Publishing,,2025-02-07,2025-02-10,,Employment and earnings,188,Ed Davey,Writing a book,,,False,HarperCollins Publishing,False,False,Publishing company,"The News Building, 1 London Bridge Street, London SE1 9GF",,https://interests-api.parliament.uk/api/v1/Interests/11770,,,,,,
11767,Writing articles - Telegraph Media Group Limited,,2025-02-06,2025-02-06,,Employment and earnings,4462,Tom Tugendhat,Writing articles,2025-01-28,,False,Telegraph Media Group Limited,False,False,Newspaper,"111 Buckingham Palace Road, London SW1W 0DT",,https://interests-api.parliament.uk/api/v1/Interests/11767,,,,,,
11736,Guest presenting LBC Radio programme - Global Media and Entertainment Ltd,,2025-01-30,2025-01-30,,Employment and earnings,1572,Sir Jeremy Hunt,Guest presenting LBC Radio programme,,2025-01-03,True,Global Media and Entertainment Ltd,False,False,Media and entertainment company,"30 Leicester Square, London WC2H 7LA",False,https://interests-api.parliament.uk/api/v1/Interests/11736,,,,,,
11729,Chair - International Finance Facility for Education,,2025-01-28,2025-01-29,,Employment and earnings,4118,Sir Julian Smith,Chair,2025-01-28,,False,International Finance Facility for Education,False,True,IFFED is a Geneva-based foundation providing a financing engine for global education.,"Route de Chene 30A, c/o L&S Trust Services SA, 1208 Geneve",,https://interests-api.parliament.uk/api/v1/Interests/11729,,,,,,
11698,Payment of an amount owing from previous role as EY partner (that ended in May 2024 prior to my election) - EY,,2025-01-29,2025-01-29,,Employment and earnings,5360,David Pinto-Duschinsky,Payment of an amount owing from previous role as EY partner (that ended in May 2024 prior to my election),,2024-05-22,True,EY,False,False,EY is a major global audit and consulting firm,"1 More London Place, London SE1 2AF",,https://interests-api.parliament.uk/api/v1/Interests/11698,,,,,,
11719,Writing - News Corp UK & Ireland Limited,,2025-01-28,2025-01-28,,Employment and earnings,4462,Tom Tugendhat,Writing,,,False,News Corp UK & Ireland Limited,False,False,Journalism,"1 London Bridge Street, London, SE1 9GF",,https://interests-api.parliament.uk/api/v1/Interests/11719,,,,,,
11702,"Guest on BBC's ""Any Questions?"" - BBC Home Services",,2025-01-27,2025-01-27,,Employment and earnings,1536,Emily Thornberry,"Guest on BBC's ""Any Questions?""",,,False,BBC Home Services,False,False,BBC,"Broadcasting House, Portland Place, London W1A 1AA",,https://interests-api.parliament.uk/api/v1/Interests/11702,,,,,,
11565,Social media activity on X - X formerly Twitter,,,2025-01-11,,Employment and earnings,5161,Richard Tice,Social media activity on X,,,False,X formerly Twitter,False,False,,"Market Square, 1355 Market St suite 900, San Francisco, CA 94103, United States",,https://interests-api.parliament.uk/api/v1/Interests/11565,,,,,,
11634,Final payment from limited company - Clayduck Ltd,,2025-01-09,2025-01-09,,Employment and earnings,4595,Gareth Snell,Final payment from limited company,,,False,Clayduck Ltd,False,True,Communication support,"9 Bridge Street, Bridge Street, Walton-On-Thames KT12 1AE",,https://interests-api.parliament.uk/api/v1/Interests/11634,,,,,,
11622,Strategy Adviser - Pierce Protocols Limited trading as Heni,,2025-01-09,2025-01-09,2025-05-12,Employment and earnings,4441,Sir Oliver Dowden,Strategy Adviser,2024-11-02,2026-05-02,True,Pierce Protocols Limited trading as Heni,False,False,an international art services business,"126-134 Baker Street, London W1U 6UE",True,https://interests-api.parliament.uk/api/v1/Interests/11622,,,,,,
11542,Brand Ambassador - Direct Bullion,,2024-12-20,2024-12-20,,Employment and earnings,5091,Nigel Farage,Brand Ambassador,,,False,Direct Bullion,False,False,,"Level 1, Devonshire House, One Mayfair Place, London W1J8AJ",,https://interests-api.parliament.uk/api/v1/Interests/11542,,,,,,
